"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Aug-96","OG","Olympic Games 1996",13494,"MD","Round 2","5010654, 5050249","5040777, 5042983","15-10 / 15-7","15-Oct"," 15-7","","","",15,10,15,7,,,,,,,2,0,30,17,10,4
"Aug-96","OG","Olympic Games 1996",13494,"MD","Round 1","5045377, 5050081","5043576, 5049941","15-9 / 15-5","15-Sep"," 15-5","","","",15,9,15,5,,,,,,,2,0,30,14,10,4
"Aug-96","OG","Olympic Games 1996",13494,"MD","Round 1","5050131, 5050277","5045944, 5048647","18-13 / 7-15 / 15-4","18-13 "," 7-15 "," 15-4","","",18,13,7,15,15,4,,,,,2,1,40,32,10,4
"Aug-96","OG","Olympic Games 1996",13494,"MD","Round 1","5040777, 5042983","5038134, 5045379","15-11 / 5-15 / 18-15","15-Nov"," 5-15 "," 18-15","","",15,11,5,15,18,15,,,,,2,1,38,41,10,4
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Final","5023863, 5050182","5020783, 5020794","15-5 / 15-3","15-May"," 15-3","","","",15,5,15,3,,,,,,,2,0,30,8,7,10
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Semi final","5023863, 5050182","5045888, 5047971","15-7 / 15-8","15-Jul"," 15-8","","","",15,7,15,8,,,,,,,2,0,30,15,7,8
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Semi final","5020783, 5020794","5036150, 5040913","15-9 / 5-15 / 17-14","15-Sep"," 5-15 "," 17-14","","",15,9,5,15,17,14,,,,,2,1,37,38,7,8
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Quarter final","5045888, 5047971","5050131, 5050277","15-6 / 15-17 / 15-5","15-Jun"," 15-17 "," 15-5","","",15,6,15,17,15,5,,,,,2,1,45,28,7,6
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Round 2","5020783, 5020794","5049645, 5049696","15-5 / 15-10","15-May"," 15-10","","","",15,5,15,10,,,,,,,2,0,30,15,7,4
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Round 2","5045888, 5047971","5033628, 5046518","15-6 / 18-14","15-Jun"," 18-14","","","",15,6,18,14,,,,,,,2,0,33,20,7,4
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Round 1","5020783, 5020794","5021449, 5045795","15-8 / 17-14","15-Aug"," 17-14","","","",15,8,17,14,,,,,,,2,0,32,22,7,4
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Round 1","5049645, 5049696","5043576, 5049941","15-7 / 8-15 / 15-3","15-Jul"," 8-15 "," 15-3","","",15,7,8,15,15,3,,,,,2,1,38,25,7,4
"Aug-96","STAR5","Malaysia Open 1996",13950,"MD","Round 1","5001994, 5049765","5046333, 5046334","15-6 / 17-14","15-Jun"," 17-14","","","",15,6,17,14,,,,,,,2,0,32,20,7,4
"Aug-96","STAR5","Indonesia Open 1996",10641,"MD","Semi final","5048125, 5049639","5045888, 5047971","15-11 / 11-15 / 15-6","15-Nov"," 11-15 "," 15-6","","",15,11,11,15,15,6,,,,,2,1,41,32,7,8
"Aug-96","STAR5","Indonesia Open 1996",10641,"MD","Quarter final","5048125, 5049639","5050131, 5050277","15-8 / 10-15 / 15-3","15-Aug"," 10-15 "," 15-3","","",15,8,10,15,15,3,,,,,2,1,40,26,7,6
"Aug-96","STAR5","Indonesia Open 1996",10641,"MD","Round 3","5048125, 5049639","5021449, 5045795","15-1 / 15-10","15-Jan"," 15-10","","","",15,1,15,10,,,,,,,2,0,30,11,7,4
"Aug-96","STAR5","Indonesia Open 1996",10641,"MD","Round 1","5018607, 5047304","5033628, 5046518","18-16 / 15-12","18-16 "," 15-12","","","",18,16,15,12,,,,,,,2,0,33,28,7,4
"Sep-96","STAR6","US Open 1996",11433,"MD","Final","5019301, 5049696","5023863, 5050182","18-16 / 15-10","18-16 "," 15-10","","","",18,16,15,10,,,,,,,2,0,33,26,8,10
"Sep-96","STAR6","US Open 1996",11433,"MD","Semi final","5019301, 5049696","5048125, 5049639","9-15 / 15-10 / 15-6","Sep-15"," 15-10 "," 15-6","","",9,15,15,10,15,6,,,,,2,1,39,31,8,8
"Sep-96","STAR6","US Open 1996",11433,"MD","Semi final","5023863, 5050182","5038134, 5045377","15-6 / 9-15 / 15-12","15-Jun"," 9-15 "," 15-12","","",15,6,9,15,15,12,,,,,2,1,39,33,8,8
"Sep-96","STAR6","US Open 1996",11433,"MD","Quarter final","5048125, 5049639","5020783, 5020794","18-14 / 16-18 / 15-2","18-14 "," 16-18 "," 15-2","","",18,14,16,18,15,2,,,,,2,1,49,34,8,6
"Sep-96","STAR6","US Open 1996",11433,"MD","Quarter final","5019301, 5049696","5050131, 5050277","15-8 / 15-1","15-Aug"," 15-1","","","",15,8,15,1,,,,,,,2,0,30,9,8,6
"Sep-96","STAR6","US Open 1996",11433,"MD","Quarter final","5023863, 5050182","5001994, 5049765","15-9 / 15-1","15-Sep"," 15-1","","","",15,9,15,1,,,,,,,2,0,30,10,8,6
"Oct-96","STAR3","Denmark Open 1996",12241,"MD","Final","5033628, 5046518","5001994, 5049765","17-15 / 10-15 / 15-7","17-15 "," 10-15 "," 15-7","","",17,15,10,15,15,7,,,,,2,1,42,37,5,10
"Oct-96","STAR3","Denmark Open 1996",12241,"MD","Semi final","5001994, 5049765","5036150, 5040913","15-6 / 15-8","15-Jun"," 15-8","","","",15,6,15,8,,,,,,,2,0,30,14,5,8
"Oct-96","STAR3","Denmark Open 1996",12241,"MD","Semi final","5033628, 5046518","5021791, 5049828","15-11 / 15-8","15-Nov"," 15-8","","","",15,11,15,8,,,,,,,2,0,30,19,5,8
"Oct-96","STAR3","Denmark Open 1996",12241,"MD","Quarter final","5021791, 5049828","5046333, 5046334","15-2 / 7-15 / 15-10","15-Feb"," 7-15 "," 15-10","","",15,2,7,15,15,10,,,,,2,1,37,27,5,6
"Oct-96","STAR3","Denmark Open 1996",12241,"MD","Round 2","5001994, 5049765","5031629, 5051793","15-4 / 15-5","15-Apr"," 15-5","","","",15,4,15,5,,,,,,,2,0,30,9,5,4
"Oct-96","STAR5","German Open 1996",11054,"MD","Semi final","5021791, 5049828","5049289, 5049664","10-15 / 15-1 / 18-15","Oct-15"," 15-1 "," 18-15","","",10,15,15,1,18,15,,,,,2,1,43,31,7,8
"Oct-96","STAR5","German Open 1996",11054,"MD","Quarter final","5046333, 5046334","5050083, 5052951","15-7 / 9-15 / 15-12","15-Jul"," 9-15 "," 15-12","","",15,7,9,15,15,12,,,,,2,1,39,34,7,6
"Oct-96","STAR5","German Open 1996",11054,"MD","Round 2","5050131, 5050277","5050440, 5054821","15-2 / 15-12","15-Feb"," 15-12","","","",15,2,15,12,,,,,,,2,0,30,14,7,4
"Oct-96","STAR5","German Open 1996",11054,"MD","Round 2","5021791, 5049828","5031629, 5051793","18-16 / 15-9","18-16 "," 15-9","","","",18,16,15,9,,,,,,,2,0,33,25,7,4
"Oct-96","STAR5","German Open 1996",11054,"MD","Round 1","5031629, 5051793","5046769, 5048572","15-5 / 4-15 / 15-5","15-May"," 4-15 "," 15-5","","",15,5,4,15,15,5,,,,,2,1,34,25,7,4
"Nov-96","STAR5","China Open 1996",13183,"MD","Final","5019301, 5049696","5010654, 5050249","15-12 / 15-5","15-Dec"," 15-5","","","",15,12,15,5,,,,,,,2,0,30,17,7,10
"Nov-96","STAR5","China Open 1996",13183,"MD","Semi final","5010654, 5050249","5048211, 5048222","15-5 / 15-4","15-May"," 15-4","","","",15,5,15,4,,,,,,,2,0,30,9,7,8
"Nov-96","STAR5","China Open 1996",13183,"MD","Semi final","5019301, 5049696","5045377, 5050081","15-5 / 15-11","15-May"," 15-11","","","",15,5,15,11,,,,,,,2,0,30,16,7,8
"Nov-96","STAR5","China Open 1996",13183,"MD","Quarter final","5010654, 5050249","5038134, 5045379","18-13 / 5-15 / 15-10","18-13 "," 5-15 "," 15-10","","",18,13,5,15,15,10,,,,,2,1,38,38,7,6
"Nov-96","STAR5","China Open 1996",13183,"MD","Quarter final","5048211, 5048222","5018607, 5047304","8-15 / 15-4 / 15-6","Aug-15"," 15-4 "," 15-6","","",8,15,15,4,15,6,,,,,2,1,38,25,7,6
"Nov-96","STAR5","China Open 1996",13183,"MD","Quarter final","5045377, 5050081","5036150, 5040913","17-14 / 15-3","17-14 "," 15-3","","","",17,14,15,3,,,,,,,2,0,32,17,7,6
"Nov-96","STAR5","China Open 1996",13183,"MD","Round 2","5019301, 5049696","5020783, 5020794","15-12 / 4-15 / 15-11","15-Dec"," 4-15 "," 15-11","","",15,12,4,15,15,11,,,,,2,1,34,38,7,4
"Nov-96","STAR5","China Open 1996",13183,"MD","Round 2","5018607, 5047304","5040777, 5042983","15-13 / 8-15 / 15-9","15-13 "," 8-15 "," 15-9","","",15,13,8,15,15,9,,,,,2,1,38,37,7,4
"Nov-96","STAR5","China Open 1996",13183,"MD","Round 1","5010654, 5050249","5053302, 5055372","15-6 / 15-8","15-Jun"," 15-8","","","",15,6,15,8,,,,,,,2,0,30,14,7,4
"Nov-96","STAR5","China Open 1996",13183,"MD","Round 1","5038134, 5045379","5043576, 5049941","15-4 / 15-6","15-Apr"," 15-6","","","",15,4,15,6,,,,,,,2,0,30,10,7,4
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Final","5048125, 5049639","5023863, 5050182","15-6 / 15-3","15-Jun"," 15-3","","","",15,6,15,3,,,,,,,2,0,30,9,6,10
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Semi final","5048125, 5049639","5045888, 5047971","14-18 / 15-5 / 15-8","14-18 "," 15-5 "," 15-8","","",14,18,15,5,15,8,,,,,2,1,44,31,6,8
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Quarter final","5048125, 5049639","5019301, 5049696","12-15 / 15-10 / 15-9","Dec-15"," 15-10 "," 15-9","","",12,15,15,10,15,9,,,,,2,1,42,34,6,6
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Quarter final","5045888, 5047971","5040777, 5042983","15-11 / 15-8","15-Nov"," 15-8","","","",15,11,15,8,,,,,,,2,0,30,19,6,6
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Round 2","5023863, 5050182","5018607, 5047304","15-3 / 15-1","15-Mar"," 15-1","","","",15,3,15,1,,,,,,,2,0,30,4,6,4
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Round 2","5040777, 5042983","5026798, 5026809","15-2 / 15-8","15-Feb"," 15-8","","","",15,2,15,8,,,,,,,2,0,30,10,6,4
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Round 1","5019301, 5049696","5049289, 5049664","17-14 / 15-1","17-14 "," 15-1","","","",17,14,15,1,,,,,,,2,0,32,15,6,4
"Nov-96","STAR4","Hong Kong Open 1996",12891,"MD","Round 1","5048125, 5049639","5020783, 5020794","15-11 / 17-14","15-Nov"," 17-14","","","",15,11,17,14,,,,,,,2,0,32,25,6,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Final","5019301, 5049696","5045377, 5050081","15-11 / 10-15 / 15-12","15-Nov"," 10-15 "," 15-12","","",15,11,10,15,15,12,,,,,2,1,40,38,7,10
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Semi final","5019301, 5049696","5043576, 5049941","15-5 / 15-12","15-May"," 15-12","","","",15,5,15,12,,,,,,,2,0,30,17,7,8
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Semi final","5045377, 5050081","5020783, 5020794","15-7 / 9-15 / 15-8","15-Jul"," 9-15 "," 15-8","","",15,7,9,15,15,8,,,,,2,1,39,30,7,8
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Quarter final","5043576, 5049941","5018607, 5047304","15-7 / 15-12","15-Jul"," 15-12","","","",15,7,15,12,,,,,,,2,0,30,19,7,6
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Quarter final","5045377, 5050081","5049289, 5049664","11-15 / 15-2 / 15-9","Nov-15"," 15-2 "," 15-9","","",11,15,15,2,15,9,,,,,2,1,41,26,7,6
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 2","5045888, 5047971","5026798, 5026809","15-7 / 15-10","15-Jul"," 15-10","","","",15,7,15,10,,,,,,,2,0,30,17,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 2","5043576, 5049941","5038134, 5045379","15-13 / 15-8","15-13 "," 15-8","","","",15,13,15,8,,,,,,,2,0,30,21,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 2","5020783, 5020794","5036150, 5040913","15-10 / 15-7","15-Oct"," 15-7","","","",15,10,15,7,,,,,,,2,0,30,17,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 2","5019301, 5049696","5031629, 5051793","15-8 / 15-7","15-Aug"," 15-7","","","",15,8,15,7,,,,,,,2,0,30,15,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 1","5043576, 5049941","5055264, 5055367","15-7 / 15-2","15-Jul"," 15-2","","","",15,7,15,2,,,,,,,2,0,30,9,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 1","5036150, 5040913","5050083, 5052951","15-13 / 18-17","15-13 "," 18-17","","","",15,13,18,17,,,,,,,2,0,33,30,7,4
"Nov-96","STAR5","Thailand Open 1996",13735,"MD","Round 1","5049289, 5049664","5046333, 5046334","8-15 / 18-17 / 15-9","Aug-15"," 18-17 "," 15-9","","",8,15,18,17,15,9,,,,,2,1,41,41,7,4
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Final","5010654, 5050249","5023863, 5050182","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,9,10
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Semi final","5023863, 5050182","5048125, 5049639","15-5 / 15-6","15-May"," 15-6","","","",15,5,15,6,,,,,,,2,0,30,11,9,8
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Semi final","5010654, 5050249","5019301, 5049696","15-10 / 15-6","15-Oct"," 15-6","","","",15,10,15,6,,,,,,,2,0,30,16,9,8
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group A","5010654, 5050249","5045888, 5047971","15-8 / 5-15 / 15-8","15-Aug"," 5-15 "," 15-8","","",15,8,5,15,15,8,,,,,2,1,35,31,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5048125, 5049639","5020783, 5020794","15-5 / 17-13","15-May"," 17-13","","","",15,5,17,13,,,,,,,2,0,32,18,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group A","5023863, 5050182","5045888, 5047971","15-5 / 15-6","15-May"," 15-6","","","",15,5,15,6,,,,,,,2,0,30,11,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5021791, 5049828","5020783, 5020794","11-15 / 15-5 / 15-13","Nov-15"," 15-5 "," 15-13","","",11,15,15,5,15,13,,,,,2,1,41,33,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group A","5023863, 5050182","5049289, 5049664","15-12 / 6-15 / 15-5","15-Dec"," 6-15 "," 15-5","","",15,12,6,15,15,5,,,,,2,1,36,32,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5019301, 5049696","5020783, 5020794","15-6 / 15-9","15-Jun"," 15-9","","","",15,6,15,9,,,,,,,2,0,30,15,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5048125, 5049639","5021791, 5049828","15-6 / 15-12","15-Jun"," 15-12","","","",15,6,15,12,,,,,,,2,0,30,18,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5019301, 5049696","5021791, 5049828","15-11 / 15-7","15-Nov"," 15-7","","","",15,11,15,7,,,,,,,2,0,30,18,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group B","5019301, 5049696","5048125, 5049639","15-9 / 9-15 / 18-15","15-Sep"," 9-15 "," 18-15","","",15,9,9,15,18,15,,,,,2,1,42,39,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group A","5023863, 5050182","5010654, 5050249","7-15 / 15-3 / 18-16","Jul-15"," 15-3 "," 18-16","","",7,15,15,3,18,16,,,,,2,1,40,34,9,2
"Dec-96","GPF","World Grand Prix Final 1996",10777,"MD","Group A","5010654, 5050249","5049289, 5049664","15-4 / 15-11","15-Apr"," 15-11","","","",15,4,15,11,,,,,,,2,0,30,15,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Semi final","5048125, 5049639","5023863, 5050182","15-11 / 3-15 / 15-13","15-Nov"," 3-15 "," 15-13","","",15,11,3,15,15,13,,,,,2,1,33,39,9,8
"Dec-96","WCU","World Cup 1996",14041,"MD","Group A","5023863, 5050182","5049289, 5049664","15-2 / 15-4","15-Feb"," 15-4","","","",15,2,15,4,,,,,,,2,0,30,6,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5048125, 5049639","5020783, 5020794","17-14 / 15-7","17-14 "," 15-7","","","",17,14,15,7,,,,,,,2,0,32,21,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5020783, 5020794","5048211, 5048222","15-13 / 15-12","15-13 "," 15-12","","","",15,13,15,12,,,,,,,2,0,30,25,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5050131, 5050277","5020783, 5020794","7-15 / 17-15 / 17-16","Jul-15"," 17-15 "," 17-16","","",7,15,17,15,17,16,,,,,2,1,41,46,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5048125, 5049639","5048211, 5048222","15-1 / 15-2","15-Jan"," 15-2","","","",15,1,15,2,,,,,,,2,0,30,3,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5048125, 5049639","5050131, 5050277","15-6 / 15-6","15-Jun"," 15-6","","","",15,6,15,6,,,,,,,2,0,30,12,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group A","5023863, 5050182","5001994, 5049765","13-15 / 15-6 / 17-14","13-15 "," 15-6 "," 17-14","","",13,15,15,6,17,14,,,,,2,1,45,35,9,2
"Dec-96","WCU","World Cup 1996",14041,"MD","Group B","5050131, 5050277","5048211, 5048222","15-9 / 15-9","15-Sep"," 15-9","","","",15,9,15,9,,,,,,,2,0,30,18,9,2
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Final","5019301, 5049696","5048125, 5049639","15-11 / 15-2","15-Nov"," 15-2","","","",15,11,15,2,,,,,,,2,0,30,13,7,10
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Semi final","5048125, 5049639","5045377, 5050081","17-14 / 8-15 / 18-17","17-14 "," 8-15 "," 18-17","","",17,14,8,15,18,17,,,,,2,1,43,46,7,8
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Semi final","5019301, 5049696","5010654, 5050249","15-7 / 9-15 / 15-12","15-Jul"," 9-15 "," 15-12","","",15,7,9,15,15,12,,,,,2,1,39,34,7,8
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Quarter final","5048125, 5049639","5046333, 5046334","15-10 / 15-0","15-Oct"," 15-0","","","",15,10,15,0,,,,,,,2,0,30,10,7,6
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Quarter final","5019301, 5049696","5020783, 5020794","16-18 / 15-5 / 15-4","16-18 "," 15-5 "," 15-4","","",16,18,15,5,15,4,,,,,2,1,46,27,7,6
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Round 2","5010654, 5050249","5026798, 5026809","15-9 / 15-9","15-Sep"," 15-9","","","",15,9,15,9,,,,,,,2,0,30,18,7,4
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Round 2","5048125, 5049639","5011943, 5011959","15-8 / 15-1","15-Aug"," 15-1","","","",15,8,15,1,,,,,,,2,0,30,9,7,4
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Round 2","5046333, 5046334","5024521, 5024529","15-10 / 18-13","15-Oct"," 18-13","","","",15,10,18,13,,,,,,,2,0,33,23,7,4
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Round 1","5046333, 5046334","5002802, 5002862","15-12 / 18-14","15-Dec"," 18-14","","","",15,12,18,14,,,,,,,2,0,33,26,7,4
"Jan-97","STAR5","Chinese Taipei Open 1997",11262,"MD","Qual Round 1","5002802, 5002862","5005329, 5048322","8-15 / 17-14 / 15-5","Aug-15"," 17-14 "," 15-5","","",8,15,17,14,15,5,,,,,2,1,40,34,7,2
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Final","5010654, 5050249","5048125, 5049639","15-11 / 7-15 / 15-7","15-Nov"," 7-15 "," 15-7","","",15,11,7,15,15,7,,,,,2,1,37,33,7,10
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Semi final","5048125, 5049639","5023863, 5050182","15-11 / 15-6","15-Nov"," 15-6","","","",15,11,15,6,,,,,,,2,0,30,17,7,8
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Semi final","5010654, 5050249","5021791, 5049828","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,7,8
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Quarter final","5048125, 5049639","5036150, 5040913","15-9 / 15-9","15-Sep"," 15-9","","","",15,9,15,9,,,,,,,2,0,30,18,7,6
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Quarter final","5021791, 5049828","5019301, 5049696","15-12 / 15-8","15-Dec"," 15-8","","","",15,12,15,8,,,,,,,2,0,30,20,7,6
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Quarter final","5010654, 5050249","5045377, 5050081","18-14 / 18-15","18-14 "," 18-15","","","",18,14,18,15,,,,,,,2,0,36,29,7,6
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Quarter final","5023863, 5050182","5001994, 5049765","15-8 / 15-12","15-Aug"," 15-12","","","",15,8,15,12,,,,,,,2,0,30,20,7,6
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 2","5048125, 5049639","5005329, 5048322","15-9 / 15-11","15-Sep"," 15-11","","","",15,9,15,11,,,,,,,2,0,30,20,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 2","5045377, 5050081","5043576, 5049941","15-8 / 15-7","15-Aug"," 15-7","","","",15,8,15,7,,,,,,,2,0,30,15,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 2","5036150, 5040913","5011943, 5011959","15-8 / 15-4","15-Aug"," 15-4","","","",15,8,15,4,,,,,,,2,0,30,12,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 2","5019301, 5049696","5049289, 5049664","18-14 / 9-15 / 15-7","18-14 "," 9-15 "," 15-7","","",18,14,9,15,15,7,,,,,2,1,42,36,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 2","5010654, 5050249","5048211, 5048222","15-7 / 15-5","15-Jul"," 15-5","","","",15,7,15,5,,,,,,,2,0,30,12,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 1","5048211, 5048222","5050083, 5052951","12-15 / 15-8 / 15-11","Dec-15"," 15-8 "," 15-11","","",12,15,15,8,15,11,,,,,2,1,42,34,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 1","5049289, 5049664","5024521, 5024529","15-6 / 9-15 / 15-12","15-Jun"," 9-15 "," 15-12","","",15,6,9,15,15,12,,,,,2,1,39,33,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 1","5021791, 5049828","5046333, 5046334","15-7 / 15-8","15-Jul"," 15-8","","","",15,7,15,8,,,,,,,2,0,30,15,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 1","5045377, 5050081","5024305, 5024822","15-6 / 15-8","15-Jun"," 15-8","","","",15,6,15,8,,,,,,,2,0,30,14,7,4
"Jan-97","STAR5","Japan Open 1997",12838,"MD","Round 1","5043576, 5049941","5020783, 5020794","15-3 / 15-9","15-Mar"," 15-9","","","",15,3,15,9,,,,,,,2,0,30,12,7,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Final","5045377, 5050081","5023863, 5050182","4-15 / 15-3 / 15-5","Apr-15"," 15-3 "," 15-5","","",4,15,15,3,15,5,,,,,2,1,34,23,8,10
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Semi final","5023863, 5050182","5045379, 5046232","15-8 / 15-2","15-Aug"," 15-2","","","",15,8,15,2,,,,,,,2,0,30,10,8,8
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Semi final","5045377, 5050081","5045888, 5047971","15-2 / 15-8","15-Feb"," 15-8","","","",15,2,15,8,,,,,,,2,0,30,10,8,8
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Quarter final","5045377, 5050081","5048211, 5048222","15-9 / 15-12","15-Sep"," 15-12","","","",15,9,15,12,,,,,,,2,0,30,21,8,6
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Quarter final","5045379, 5046232","5042983, 5049828","15-6 / 18-16","15-Jun"," 18-16","","","",15,6,18,16,,,,,,,2,0,33,22,8,6
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Quarter final","5023863, 5050182","5050131, 5050277","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,,,,,,,2,0,30,16,8,6
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 3","5045888, 5047971","5049289, 5049664","18-15 / 15-2","18-15 "," 15-2","","","",18,15,15,2,,,,,,,2,0,33,17,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 3","5045379, 5046232","5036150, 5040913","15-8 / 18-16","15-Aug"," 18-16","","","",15,8,18,16,,,,,,,2,0,33,24,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 3","5045377, 5050081","5043576, 5049941","17-15 / 15-6","17-15 "," 15-6","","","",17,15,15,6,,,,,,,2,0,32,21,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 3","5048211, 5048222","5050083, 5052951","15-11 / 15-4","15-Nov"," 15-4","","","",15,11,15,4,,,,,,,2,0,30,15,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 3","5042983, 5049828","5001994, 5049765","15-2 / 15-3","15-Feb"," 15-3","","","",15,2,15,3,,,,,,,2,0,30,5,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 2","5001994, 5049765","5024521, 5024529","15-6 / 15-9","15-Jun"," 15-9","","","",15,6,15,9,,,,,,,2,0,30,15,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 2","5043576, 5049941","5005329, 5048322","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,,,,,,,2,0,30,15,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 2","5042983, 5049828","5046333, 5046334","15-18 / 15-5 / 15-11","15-18 "," 15-5 "," 15-11","","",15,18,15,5,15,11,,,,,2,1,45,34,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 1","5049289, 5049664","5024305, 5024822","15-12 / 15-6","15-Dec"," 15-6","","","",15,12,15,6,,,,,,,2,0,30,18,8,4
"Jan-97","STAR6","Korea Open 1997",10583,"MD","Round 1","5042983, 5049828","5055735, 5055754","15-5 / 15-5","15-May"," 15-5","","","",15,5,15,5,,,,,,,2,0,30,10,8,4
