"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Jan-92","STAR4","Chinese Taipei Open 1992",10700,"MD","Semi final","5023863, 5042806","5040777, 5046164","15-12 / 15-9","15-Dec"," 15-9","","","",15,12,15,9,,,,,,,2,0,30,21,6,8
"Jan-92","STAR4","Chinese Taipei Open 1992",10700,"MD","Round 1","5040777, 5046164","5031629, 5051793","15-10 / 8-15 / 15-9","15-Oct"," 8-15 "," 15-9","","",15,10,8,15,15,9,,,,,2,1,38,34,6,4
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Semi final","5019543, 5022144","5029458, 5053399","15-11 / 0-15 / 17-14","15-Nov"," 0-15 "," 17-14","","",15,11,0,15,17,14,,,,,2,1,32,40,6,8
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Quarter final","5019543, 5022144","5021791, 5049828","13-18 / 18-17 / 15-11","13-18 "," 18-17 "," 15-11","","",13,18,18,17,15,11,,,,,2,1,46,46,6,6
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Quarter final","5029458, 5053399","5010654, 5050249","15-5 / 15-14","15-May"," 15-14","","","",15,5,15,14,,,,,,,2,0,30,19,6,6
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Round 3","5023863, 5042806","5049289, 5049664","15-10 / 15-3","15-Oct"," 15-3","","","",15,10,15,3,,,,,,,2,0,30,13,6,4
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Round 3","5029458, 5053399","5016156, 5043576","15-12 / 15-7","15-Dec"," 15-7","","","",15,12,15,7,,,,,,,2,0,30,19,6,4
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Round 2","5029458, 5053399","5005329, 5048322","15-5 / 15-7","15-May"," 15-7","","","",15,5,15,7,,,,,,,2,0,30,12,6,4
"Jan-92","STAR4","Japan Open 1992",10426,"MD","Round 2","5019543, 5022144","5043841, 5046471","17-14 / 15-6","17-14 "," 15-6","","","",17,14,15,6,,,,,,,2,0,32,20,6,4
"Jan-92","STAR4","Korea Open 1992",10073,"MD","Quarter final","5021791, 5049828","5029458, 5053399","15-9 / 18-13","15-Sep"," 18-13","","","",15,9,18,13,,,,,,,2,0,33,22,6,6
"Jan-92","STAR4","Korea Open 1992",10073,"MD","Round 2","5029458, 5053399","5043841, 5046471","15-12 / 15-9","15-Dec"," 15-9","","","",15,12,15,9,,,,,,,2,0,30,21,6,4
"Jan-92","STAR4","Korea Open 1992",10073,"MD","Round 2","5023863, 5042806","5019543, 5022144","17-15 / 15-10","17-15 "," 15-10","","","",17,15,15,10,,,,,,,2,0,32,25,6,4
"Jan-92","STAR4","Korea Open 1992",10073,"MD","Round 1","5016156, 5043576","5031629, 5051793","15-12 / 15-8","15-Dec"," 15-8","","","",15,12,15,8,,,,,,,2,0,30,20,6,4
"Mar-92","STAR5","All England Open 1992",13659,"MD","Semi final","5040777, 5046164","5029458, 5053399","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,,,,,,,2,0,30,18,7,8
"Mar-92","STAR5","All England Open 1992",13659,"MD","Quarter final","5019543, 5022144","5021791, 5049828","15-8 / 12-15 / 15-5","15-Aug"," 12-15 "," 15-5","","",15,8,12,15,15,5,,,,,2,1,42,28,7,6
"Mar-92","STAR5","All England Open 1992",13659,"MD","Quarter final","5029458, 5053399","5010654, 5050249","15-10 / 15-7","15-Oct"," 15-7","","","",15,10,15,7,,,,,,,2,0,30,17,7,6
"Mar-92","STAR5","All England Open 1992",13659,"MD","Round 2","5029458, 5053399","5031629, 5051793","18-14 / 11-0","18-14 "," 11-0","","","",18,14,11,0,,,,,,,2,0,29,14,7,4
"Aug-92","OG","Olympic Games 1992",10786,"MD","Round 2","5043657, 5043749","5021791, 5049828","15-12 / 15-6","15-Dec"," 15-6","","","",15,12,15,6,,,,,,,2,0,30,18,10,4
"Aug-92","OG","Olympic Games 1992",10786,"MD","Round 1","5010654, 5050249","5049289, 5049664","15-5 / 15-11","15-May"," 15-11","","","",15,5,15,11,,,,,,,2,0,30,16,10,4
"Aug-92","WCU","World Cup 1992",12160,"MD","Final","5023863, 5042806","5010654, 5050249","15-10 / 15-11","15-Oct"," 15-11","","","",15,10,15,11,,,,,,,2,0,30,21,9,10
"Aug-92","WCU","World Cup 1992",12160,"MD","Semi final","5010654, 5050249","5019543, 5022144","15-11 / 15-11","15-Nov"," 15-11","","","",15,11,15,11,,,,,,,2,0,30,22,9,8
"Aug-92","WCU","World Cup 1992",12160,"MD","Semi final","5023863, 5042806","5031629, 5051793","15-3 / 17-14","15-Mar"," 17-14","","","",15,3,17,14,,,,,,,2,0,32,17,9,8
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Final","5023863, 5042806","5019543, 5022144","15-12 / 15-7","15-Dec"," 15-7","","","",15,12,15,7,,,,,,,2,0,30,19,7,10
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Semi final","5019543, 5022144","5043657, 5043749","18-15 / 15-10","18-15 "," 15-10","","","",18,15,15,10,,,,,,,2,0,33,25,7,8
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Quarter final","5043657, 5043749","5047331, 5050182","15-8 / 15-2","15-Aug"," 15-2","","","",15,8,15,2,,,,,,,2,0,30,10,7,6
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Quarter final","5019543, 5022144","5021791, 5049828","15-12 / 18-14","15-Dec"," 18-14","","","",15,12,18,14,,,,,,,2,0,33,26,7,6
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Round 3","5021791, 5049828","5043841, 5046471","15-8 / 15-10","15-Aug"," 15-10","","","",15,8,15,10,,,,,,,2,0,30,18,7,4
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Round 3","5019543, 5022144","5046333, 5046334","15-5 / 15-7","15-May"," 15-7","","","",15,5,15,7,,,,,,,2,0,30,12,7,4
"Sep-92","STAR5","Malaysia Open 1992",12485,"MD","Round 2","5021791, 5049828","5005329, 5048322","15-11 / 15-7","15-Nov"," 15-7","","","",15,11,15,7,,,,,,,2,0,30,18,7,4
"Sep-92","STAR5","Indonesia Open 1992",12084,"MD","Semi final","5010654, 5050249","5019543, 5022144","15-12 / 15-13","15-Dec"," 15-13","","","",15,12,15,13,,,,,,,2,0,30,25,7,8
"Sep-92","STAR5","Indonesia Open 1992",12084,"MD","Round 3","5010654, 5050249","5031629, 5051793","15-3 / 17-18 / 15-9","15-Mar"," 17-18 "," 15-9","","",15,3,17,18,15,9,,,,,2,1,47,30,7,4
"Sep-92","STAR5","Indonesia Open 1992",12084,"MD","Round 3","5040777, 5046164","5043841, 5046471","15-18 / 15-10 / 15-4","15-18 "," 15-10 "," 15-4","","",15,18,15,10,15,4,,,,,2,1,45,32,7,4
"Sep-92","STAR5","Indonesia Open 1992",12084,"MD","Round 2","5043841, 5046471","5048125, 5049639","15-11 / 7-15 / 15-5","15-Nov"," 7-15 "," 15-5","","",15,11,7,15,15,5,,,,,2,1,37,31,7,4
"Sep-92","STAR5","Indonesia Open 1992",12084,"MD","Round 2","5049289, 5049664","5005329, 5048322","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,7,4
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Final","5019543, 5022144","5016156, 5038616","15-8 / 15-6","15-Aug"," 15-6","","","",15,8,15,6,,,,,,,2,0,30,14,6,10
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Semi final","5016156, 5038616","5047331, 5050182","15-9 / 15-11","15-Sep"," 15-11","","","",15,9,15,11,,,,,,,2,0,30,20,6,8
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Semi final","5019543, 5022144","5049289, 5049664","15-6 / 15-13","15-Jun"," 15-13","","","",15,6,15,13,,,,,,,2,0,30,19,6,8
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Quarter final","5019543, 5022144","5031629, 5051793","15-4 / 15-5","15-Apr"," 15-5","","","",15,4,15,5,,,,,,,2,0,30,9,6,6
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Quarter final","5049289, 5049664","5040777, 5046164","15-11 / 17-15","15-Nov"," 17-15","","","",15,11,17,15,,,,,,,2,0,32,26,6,6
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Round 3","5049289, 5049664","5043841, 5046471","18-14 / 15-5","18-14 "," 15-5","","","",18,14,15,5,,,,,,,2,0,33,19,6,4
"Sep-92","STAR4","Singapore Open 1992",11125,"MD","Round 2","5047331, 5050182","5005329, 5048322","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,,,,,,,2,0,30,16,6,4
"Oct-92","STAR3","German Open 1992",13052,"MD","Final","5021791, 5049828","5050239, 5050276","15-6 / 2-15 / 15-9","15-Jun"," 2-15 "," 15-9","","",15,6,2,15,15,9,,,,,2,1,32,30,5,10
"Oct-92","STAR3","German Open 1992",13052,"MD","Semi final","5021791, 5049828","5049289, 5049664","15-7 / 10-15 / 15-9","15-Jul"," 10-15 "," 15-9","","",15,7,10,15,15,9,,,,,2,1,40,31,5,8
"Oct-92","STAR3","German Open 1992",13052,"MD","Semi final","5050239, 5050276","5040777, 5046164","15-6 / 17-15","15-Jun"," 17-15","","","",15,6,17,15,,,,,,,2,0,32,21,5,8
"Oct-92","STAR2","Denmark Open 1992",13352,"MD","Final","5021791, 5049828","5040777, 5046164","18-16 / 15-8","18-16 "," 15-8","","","",18,16,15,8,,,,,,,2,0,33,24,4,10
"Nov-92","STAR4","China Open 1992",13382,"MD","Final","5010654, 5050249","5043657, 5043749","17-15 / 15-11","17-15 "," 15-11","","","",17,15,15,11,,,,,,,2,0,32,26,6,10
"Nov-92","STAR4","China Open 1992",13382,"MD","Semi final","5043657, 5043749","5049946, 5055757","17-15 / 8-15 / 15-8","17-15 "," 8-15 "," 15-8","","",17,15,8,15,15,8,,,,,2,1,40,38,6,8
"Nov-92","STAR4","China Open 1992",13382,"MD","Semi final","5010654, 5050249","5029458, 5053399","15-7 / 15-5","15-Jul"," 15-5","","","",15,7,15,5,,,,,,,2,0,30,12,6,8
"Nov-92","STAR4","China Open 1992",13382,"MD","Round 2","5010654, 5050249","5047331, 5050182","18-15 / 15-13","18-15 "," 15-13","","","",18,15,15,13,,,,,,,2,0,33,28,6,4
"Nov-92","STAR4","China Open 1992",13382,"MD","Round 1","5049946, 5055757","5016156, 5038616","17-16 / 4-15 / 15-12","17-16 "," 4-15 "," 15-12","","",17,16,4,15,15,12,,,,,2,1,36,43,6,4
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Final","5010654, 5050249","5029458, 5053399","15-13 / 15-10","15-13 "," 15-10","","","",15,13,15,10,,,,,,,2,0,30,23,5,10
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Semi final","5029458, 5053399","5016156, 5038616","15-4 / 15-17 / 15-12","15-Apr"," 15-17 "," 15-12","","",15,4,15,17,15,12,,,,,2,1,45,33,5,8
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Quarter final","5016156, 5038616","5049946, 5055757","15-11 / 12-15 / 15-6","15-Nov"," 12-15 "," 15-6","","",15,11,12,15,15,6,,,,,2,1,42,32,5,6
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Quarter final","5010654, 5050249","5031629, 5051793","15-8 / 15-7","15-Aug"," 15-7","","","",15,8,15,7,,,,,,,2,0,30,15,5,6
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Round 1","5029458, 5053399","5047331, 5050182","17-14 / 15-13","17-14 "," 15-13","","","",17,14,15,13,,,,,,,2,0,32,27,5,4
"Nov-92","STAR3","Hong Kong Open 1992",10318,"MD","Round 1","5016156, 5038616","5045377, 5045379","15-12 / 15-1","15-Dec"," 15-1","","","",15,12,15,1,,,,,,,2,0,30,13,5,4
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Final","5010654, 5050249","5029458, 5053399","15-9 / 12-15 / 15-11","15-Sep"," 12-15 "," 15-11","","",15,9,12,15,15,11,,,,,2,1,42,35,6,10
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Semi final","5029458, 5053399","5049946, 5055757","17-14 / 18-14","17-14 "," 18-14","","","",17,14,18,14,,,,,,,2,0,35,28,6,8
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Quarter final","5029458, 5053399","5043841, 5046471","15-11 / 15-10","15-Nov"," 15-10","","","",15,11,15,10,,,,,,,2,0,30,21,6,6
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Quarter final","5010654, 5050249","5016156, 5038616","18-13 / 15-9","18-13 "," 15-9","","","",18,13,15,9,,,,,,,2,0,33,22,6,6
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Quarter final","5049946, 5055757","5023863, 5042806","18-17 / 15-4","18-17 "," 15-4","","","",18,17,15,4,,,,,,,2,0,33,21,6,6
"Nov-92","STAR4","Thailand Open 1992",14007,"MD","Round 1","5016156, 5038616","5045377, 5045379","15-3 / 15-12","15-Mar"," 15-12","","","",15,3,15,12,,,,,,,2,0,30,15,6,4
"Dec-92","GPF","World Grand Prix Final 1992",12770,"MD","Final","5010654, 5050249","5023863, 5042806","15-11 / 15-6","15-Nov"," 15-6","","","",15,11,15,6,,,,,,,2,0,30,17,9,10
"Jan-93","STAR4","Chinese Taipei Open 1993",12614,"MD","Final","5023863, 5042806","5049946, 5055757","15-3 / 15-12","15-Mar"," 15-12","","","",15,3,15,12,,,,,,,2,0,30,15,6,10
"Jan-93","STAR4","Chinese Taipei Open 1993",12614,"MD","Quarter final","5023863, 5042806","5016156, 5038616","15-11 / 12-15 / 15-11","15-Nov"," 12-15 "," 15-11","","",15,11,12,15,15,11,,,,,2,1,42,37,6,6
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Final","5019543, 5022144","5016156, 5038616","15-10 / 15-10","15-Oct"," 15-10","","","",15,10,15,10,,,,,,,2,0,30,20,6,10
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Semi final","5019543, 5022144","5050239, 5050276","10-15 / 15-10 / 15-10","Oct-15"," 15-10 "," 15-10","","",10,15,15,10,15,10,,,,,2,1,40,35,6,8
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Semi final","5016156, 5038616","5029458, 5053399","15-5 / 15-8","15-May"," 15-8","","","",15,5,15,8,,,,,,,2,0,30,13,6,8
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Quarter final","5050239, 5050276","5023863, 5042806","18-15 / 15-12","18-15 "," 15-12","","","",18,15,15,12,,,,,,,2,0,33,27,6,6
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Quarter final","5019543, 5022144","5021791, 5049828","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,,,,,,,2,0,30,18,6,6
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Quarter final","5016156, 5038616","5045377, 5045379","15-6 / 15-7","15-Jun"," 15-7","","","",15,6,15,7,,,,,,,2,0,30,13,6,6
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Round 3","5021791, 5049828","5049946, 5055757","15-7 / 15-10","15-Jul"," 15-10","","","",15,7,15,10,,,,,,,2,0,30,17,6,4
"Jan-93","STAR4","Japan Open 1993",10395,"MD","Round 2","5045377, 5045379","5049289, 5049664","15-12 / 15-11","15-Dec"," 15-11","","","",15,12,15,11,,,,,,,2,0,30,23,6,4
"Jan-93","STAR4","Korea Open 1993",12867,"MD","Final","5029458, 5053399","5021791, 5049828","5-15 / 15-10 / 15-8","May-15"," 15-10 "," 15-8","","",5,15,15,10,15,8,,,,,2,1,35,33,6,10
"Jan-93","STAR4","Korea Open 1993",12867,"MD","Quarter final","5029458, 5053399","5050239, 5050276","15-8 / 15-8","15-Aug"," 15-8","","","",15,8,15,8,,,,,,,2,0,30,16,6,6
"Jan-93","STAR4","Korea Open 1993",12867,"MD","Round 2","5050239, 5050276","5043841, 5046471","15-18 / 15-5 / 15-9","15-18 "," 15-5 "," 15-9","","",15,18,15,5,15,9,,,,,2,1,45,32,6,4
"Jan-93","STAR4","Korea Open 1993",12867,"MD","Round 1","5043841, 5046471","5039795, 5053598","16-18 / 18-13 / 15-6","16-18 "," 18-13 "," 15-6","","",16,18,18,13,15,6,,,,,2,1,49,37,6,4
"Jan-93","STAR4","Korea Open 1993",12867,"MD","Round 1","5047331, 5050182","5045377, 5045379","15-9 / 15-3","15-Sep"," 15-3","","","",15,9,15,3,,,,,,,2,0,30,12,6,4
"Mar-93","STAR5","All England Open 1993",12398,"MD","Final","5021791, 5049828","5019543, 5022144","10-15 / 15-2 / 15-10","Oct-15"," 15-2 "," 15-10","","",10,15,15,2,15,10,,,,,2,1,40,27,7,10
"Mar-93","STAR5","All England Open 1993",12398,"MD","Semi final","5019543, 5022144","5023863, 5042806","10-15 / 15-12 / 15-9","Oct-15"," 15-12 "," 15-9","","",10,15,15,12,15,9,,,,,2,1,40,36,7,8
"Mar-93","STAR5","All England Open 1993",12398,"MD","Semi final","5021791, 5049828","5029458, 5053399","15-10 / 11-15 / 15-9","15-Oct"," 11-15 "," 15-9","","",15,10,11,15,15,9,,,,,2,1,41,34,7,8
"Mar-93","STAR5","All England Open 1993",12398,"MD","Quarter final","5021791, 5049828","5010654, 5050249","18-13 / 15-8","18-13 "," 15-8","","","",18,13,15,8,,,,,,,2,0,33,21,7,6
"Mar-93","STAR5","All England Open 1993",12398,"MD","Quarter final","5023863, 5042806","5050239, 5050276","15-10 / 15-13","15-Oct"," 15-13","","","",15,10,15,13,,,,,,,2,0,30,23,7,6
"Mar-93","STAR5","All England Open 1993",12398,"MD","Quarter final","5029458, 5053399","5043657, 5043749","15-2 / 15-5","15-Feb"," 15-5","","","",15,2,15,5,,,,,,,2,0,30,7,7,6
"Mar-93","STAR5","All England Open 1993",12398,"MD","Quarter final","5019543, 5022144","5049289, 5049664","15-4 / 15-8","15-Apr"," 15-8","","","",15,4,15,8,,,,,,,2,0,30,12,7,6
"Mar-93","STAR5","All England Open 1993",12398,"MD","Round 2","5010654, 5050249","5050131, 5050277","17-14 / 8-15 / 15-1","17-14 "," 8-15 "," 15-1","","",17,14,8,15,15,1,,,,,2,1,40,30,7,4
"Mar-93","STAR5","All England Open 1993",12398,"MD","Round 1","5040777, 5046164","5045377, 5045379","15-5 / 7-15 / 15-9","15-May"," 7-15 "," 15-9","","",15,5,7,15,15,9,,,,,2,1,37,29,7,4
"Mar-93","STAR5","All England Open 1993",12398,"MD","Round 1","5021791, 5049828","5043336, 5045492","15-5 / 15-8","15-May"," 15-8","","","",15,5,15,8,,,,,,,2,0,30,13,7,4
"Jun-93","WC","World Championships 1993",10827,"MD","Semi final","5023863, 5042806","5019543, 5022144","15-6 / 15-5","15-Jun"," 15-5","","","",15,6,15,5,,,,,,,2,0,30,11,10,8
"Jun-93","WC","World Championships 1993",10827,"MD","Quarter final","5049289, 5049664","5021791, 5049828","15-9 / 9-15 / 15-4","15-Sep"," 9-15 "," 15-4","","",15,9,9,15,15,4,,,,,2,1,39,28,10,6
"Jun-93","WC","World Championships 1993",10827,"MD","Quarter final","5019543, 5022144","5048125, 5049639","17-15 / 16-18 / 18-16","17-15 "," 16-18 "," 18-16","","",17,15,16,18,18,16,,,,,2,1,51,49,10,6
"Jun-93","WC","World Championships 1993",10827,"MD","Quarter final","5023863, 5042806","5045377, 5045379","15-8 / 15-8","15-Aug"," 15-8","","","",15,8,15,8,,,,,,,2,0,30,16,10,6
"Jun-93","WC","World Championships 1993",10827,"MD","Round 4","5048125, 5049639","5016156, 5038616","10-15 / 15-9 / 15-4","Oct-15"," 15-9 "," 15-4","","",10,15,15,9,15,4,,,,,2,1,40,28,10,4
"Jun-93","WC","World Championships 1993",10827,"MD","Round 2","5023863, 5042806","5050083, 5052951","15-2 / 15-4","15-Feb"," 15-4","","","",15,2,15,4,,,,,,,2,0,30,6,10,4
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Final","5010654, 5050249","5023863, 5042806","15-7 / 15-5","15-Jul"," 15-5","","","",15,7,15,5,,,,,,,2,0,30,12,7,10
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Semi final","5023863, 5042806","5047331, 5050182","15-9 / 15-4","15-Sep"," 15-4","","","",15,9,15,4,,,,,,,2,0,30,13,7,8
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Semi final","5010654, 5050249","5043657, 5043749","8-15 / 18-15 / 15-9","Aug-15"," 18-15 "," 15-9","","",8,15,18,15,15,9,,,,,2,1,41,39,7,8
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Quarter final","5010654, 5050249","5031629, 5051793","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,7,6
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Quarter final","5043657, 5043749","5016156, 5038616","6-15 / 15-3 / 15-8","Jun-15"," 15-3 "," 15-8","","",6,15,15,3,15,8,,,,,2,1,36,26,7,6
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Quarter final","5023863, 5042806","5045377, 5045379","15-6 / 15-8","15-Jun"," 15-8","","","",15,6,15,8,,,,,,,2,0,30,14,7,6
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Round 2","5016156, 5038616","5015987, 5047889","15-11 / 15-5","15-Nov"," 15-5","","","",15,11,15,5,,,,,,,2,0,30,16,7,4
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Round 2","5023863, 5042806","5005329, 5048322","15-3 / 15-2","15-Mar"," 15-2","","","",15,3,15,2,,,,,,,2,0,30,5,7,4
"Jul-93","STAR5","Malaysia Open 1993",13984,"MD","Round 2","5045377, 5045379","5043841, 5046471","5-15 / 15-8 / 17-16","May-15"," 15-8 "," 17-16","","",5,15,15,8,17,16,,,,,2,1,37,39,7,4
"Jul-93","STAR5","Indonesia Open 1993",11220,"MD","Semi final","5010654, 5050249","5049946, 5055757","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,7,8
"Sep-93","WCU","World Cup 1993",10198,"MD","Final","5010654, 5050249","5019543, 5022144","15-7 / 12-15 / 15-9","15-Jul"," 12-15 "," 15-9","","",15,7,12,15,15,9,,,,,2,1,42,31,9,10
"Sep-93","WCU","World Cup 1993",10198,"MD","Semi final","5010654, 5050249","5023863, 5042806","15-9 / 15-11","15-Sep"," 15-11","","","",15,9,15,11,,,,,,,2,0,30,20,9,8
"Sep-93","WCU","World Cup 1993",10198,"MD","Semi final","5019543, 5022144","5049289, 5049664","15-9 / 15-5","15-Sep"," 15-5","","","",15,9,15,5,,,,,,,2,0,30,14,9,8
"Oct-93","STAR3","German Open 1993",12257,"MD","Final","5021791, 5049828","5010654, 5050249","17-14 / 15-12","17-14 "," 15-12","","","",17,14,15,12,,,,,,,2,0,32,26,5,10
"Oct-93","STAR3","German Open 1993",12257,"MD","Semi final","5010654, 5050249","5031629, 5051793","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,5,8
"Oct-93","STAR3","German Open 1993",12257,"MD","Semi final","5021791, 5049828","5043657, 5043749","15-8 / 15-7","15-Aug"," 15-7","","","",15,8,15,7,,,,,,,2,0,30,15,5,8
"Oct-93","STAR3","German Open 1993",12257,"MD","Quarter final","5021791, 5049828","5016156, 5038616","15-10 / 13-15 / 15-7","15-Oct"," 13-15 "," 15-7","","",15,10,13,15,15,7,,,,,2,1,43,32,5,6
"Oct-93","STAR3","German Open 1993",12257,"MD","Quarter final","5031629, 5051793","5049289, 5049664","15-6 / 15-12","15-Jun"," 15-12","","","",15,6,15,12,,,,,,,2,0,30,18,5,6
"Oct-93","STAR3","German Open 1993",12257,"MD","Round 2","5049289, 5049664","5048807, 5048811","15-7 / 15-8","15-Jul"," 15-8","","","",15,7,15,8,,,,,,,2,0,30,15,5,4
"Oct-93","STAR2","Denmark Open 1993",11301,"MD","Quarter final","5049289, 5049664","5050083, 5052951","8-15 / 18-16 / 15-8","Aug-15"," 18-16 "," 15-8","","",8,15,18,16,15,8,,,,,2,1,41,39,4,6
"Oct-93","STAR2","Denmark Open 1993",11301,"MD","Round 2","5050083, 5052951","5031629, 5051793","15-6 / 15-9","15-Jun"," 15-9","","","",15,6,15,9,,,,,,,2,0,30,15,4,4
"Nov-93","STAR4","Thailand Open 1993",10745,"MD","Final","5050239, 5050276","5049672, 5049946","15-5 / 15-7","15-May"," 15-7","","","",15,5,15,7,,,,,,,2,0,30,12,6,10
"Nov-93","STAR4","Thailand Open 1993",10745,"MD","Semi final","5050239, 5050276","5016156, 5038616","15-10 / 10-15 / 15-4","15-Oct"," 10-15 "," 15-4","","",15,10,10,15,15,4,,,,,2,1,40,29,6,8
"Nov-93","STAR4","Thailand Open 1993",10745,"MD","Quarter final","5049672, 5049946","5043576, 5049941","2-15 / 15-3 / 15-4","Feb-15"," 15-3 "," 15-4","","",2,15,15,3,15,4,,,,,2,1,32,22,6,6
"Nov-93","STAR4","Thailand Open 1993",10745,"MD","Round 3","5049672, 5049946","5045377, 5045379","7-15 / 15-3 / 5-5","Jul-15"," 15-3 "," 5-5","","",7,15,15,3,5,5,,,,,2,1,27,23,6,4
"Nov-93","STAR4","China Open 1993",13514,"MD","Final","5050239, 5050276","5019543, 5022144","15-12 / 15-12","15-Dec"," 15-12","","","",15,12,15,12,,,,,,,2,0,30,24,6,10
"Nov-93","STAR4","China Open 1993",13514,"MD","Semi final","5019543, 5022144","5045377, 5045379","8-15 / 15-8 / 15-10","Aug-15"," 15-8 "," 15-10","","",8,15,15,8,15,10,,,,,2,1,38,33,6,8
"Nov-93","STAR4","China Open 1993",13514,"MD","Semi final","5050239, 5050276","5016156, 5038616","15-9 / 15-10","15-Sep"," 15-10","","","",15,9,15,10,,,,,,,2,0,30,19,6,8
"Nov-93","STAR4","China Open 1993",13514,"MD","Quarter final","5019543, 5022144","5049672, 5049946","15-11 / 15-12","15-Nov"," 15-12","","","",15,11,15,12,,,,,,,2,0,30,23,6,6
"Nov-93","STAR4","China Open 1993",13514,"MD","Quarter final","5045377, 5045379","5048125, 5049639","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,,,,,,,2,0,30,18,6,6
"Nov-93","STAR4","China Open 1993",13514,"MD","Quarter final","5050239, 5050276","5047331, 5050182","15-8 / 11-15 / 18-13","15-Aug"," 11-15 "," 18-13","","",15,8,11,15,18,13,,,,,2,1,44,36,6,6
"Nov-93","STAR4","China Open 1993",13514,"MD","Round 2","5048125, 5049639","5048211, 5048222","15-8 / 15-6","15-Aug"," 15-6","","","",15,8,15,6,,,,,,,2,0,30,14,6,4
"Nov-93","STAR4","China Open 1993",13514,"MD","Round 1","5045377, 5045379","5031629, 5051793","10-15 / 16-6 / 15-10","Oct-15"," 16-6 "," 15-10","","",10,15,16,6,15,10,,,,,2,1,41,31,6,4
"Nov-93","STAR3","Hong Kong Open 1993",11272,"MD","Final","5048125, 5049639","5016156, 5038616","10-15 / 15-3 / 17-14","Oct-15"," 15-3 "," 17-14","","",10,15,15,3,17,14,,,,,2,1,42,32,5,10
"Nov-93","STAR3","Hong Kong Open 1993",11272,"MD","Semi final","5016156, 5038616","5049672, 5049946","15-11 / 9-15 / 15-11","15-Nov"," 9-15 "," 15-11","","",15,11,9,15,15,11,,,,,2,1,39,37,5,8
"Nov-93","STAR3","Hong Kong Open 1993",11272,"MD","Semi final","5048125, 5049639","5050239, 5050276","15-6 / 12-15 / 15-2","15-Jun"," 12-15 "," 15-2","","",15,6,12,15,15,2,,,,,2,1,42,23,5,8
