"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5055450","5027438","7-15 / 15-7 / 15-2","Jul-15"," 15-7 "," 15-2","","",7,15,15,7,15,2,NA,NA,NA,NA,2,1,37,24,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5004244","5048046","15-3 / 15-11","15-Mar"," 15-11","","","",15,3,15,11,NA,NA,NA,NA,NA,NA,2,0,30,14,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5027923","5044121","15-11 / 10-15 / 15-9","15-Nov"," 10-15 "," 15-9","","",15,11,10,15,15,9,NA,NA,NA,NA,2,1,40,35,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5044609","5015334","15-6 / 15-6","15-Jun"," 15-6","","","",15,6,15,6,NA,NA,NA,NA,NA,NA,2,0,30,12,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5046326","5047947","15-11 / 15-7","15-Nov"," 15-7","","","",15,11,15,7,NA,NA,NA,NA,NA,NA,2,0,30,18,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5045386","5054260","15-10 / 10-15 / 15-4","15-Oct"," 10-15 "," 15-4","","",15,10,10,15,15,4,NA,NA,NA,NA,2,1,40,29,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5044872","5055845","15-5 / 15-6","15-May"," 15-6","","","",15,5,15,6,NA,NA,NA,NA,NA,NA,2,0,30,11,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5045381","5048218","15-11 / 7-15 / 15-8","15-Nov"," 7-15 "," 15-8","","",15,11,7,15,15,8,NA,NA,NA,NA,2,1,37,34,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5038007","5008736","15-13 / 8-15 / 15-12","15-13 "," 8-15 "," 15-12","","",15,13,8,15,15,12,NA,NA,NA,NA,2,1,38,40,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5046326","5055458","15-9 / 15-9","15-Sep"," 15-9","","","",15,9,15,9,NA,NA,NA,NA,NA,NA,2,0,30,18,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5038007","5038143","15-13 / 15-4","15-13 "," 15-4","","","",15,13,15,4,NA,NA,NA,NA,NA,NA,2,0,30,17,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5025652","5047853","15-9 / 15-6","15-Sep"," 15-6","","","",15,9,15,6,NA,NA,NA,NA,NA,NA,2,0,30,15,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5055650","5035626","15-12 / 15-12","15-Dec"," 15-12","","","",15,12,15,12,NA,NA,NA,NA,NA,NA,2,0,30,24,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5020512","5054173","15-11 / 15-4","15-Nov"," 15-4","","","",15,11,15,4,NA,NA,NA,NA,NA,NA,2,0,30,15,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5044534","5052225","15-5 / 15-7","15-May"," 15-7","","","",15,5,15,7,NA,NA,NA,NA,NA,NA,2,0,30,12,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5048046","5046772","15-3 / 15-10","15-Mar"," 15-10","","","",15,3,15,10,NA,NA,NA,NA,NA,NA,2,0,30,13,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5045386","5027558","15-12 / 15-7","15-Dec"," 15-7","","","",15,12,15,7,NA,NA,NA,NA,NA,NA,2,0,30,19,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5027438","5054395","4-15 / 15-12 / 15-11","Apr-15"," 15-12 "," 15-11","","",4,15,15,12,15,11,NA,NA,NA,NA,2,1,34,38,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5046080","5017426","15-9 / 15-12","15-Sep"," 15-12","","","",15,9,15,12,NA,NA,NA,NA,NA,NA,2,0,30,21,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5015334","5027463","15-9 / 15-3","15-Sep"," 15-3","","","",15,9,15,3,NA,NA,NA,NA,NA,NA,2,0,30,12,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5022481","5019162","15-6 / 15-5","15-Jun"," 15-5","","","",15,6,15,5,NA,NA,NA,NA,NA,NA,2,0,30,11,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Qual Round 3","5025652","5044607","15-13 / 15-6","15-13 "," 15-6","","","",15,13,15,6,NA,NA,NA,NA,NA,NA,2,0,30,19,7,2
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Qual Round 2","5044607","5055476","4-15 / 15-1 / 15-12","Apr-15"," 15-1 "," 15-12","","",4,15,15,1,15,12,NA,NA,NA,NA,2,1,34,28,7,2
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Qual Round 1","5044134","5054392","15-3 / 15-8","15-Mar"," 15-8","","","",15,3,15,8,NA,NA,NA,NA,NA,NA,2,0,30,11,7,2
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Qual Round 1","5055476","5025565","17-15 / 15-8","17-15 "," 15-8","","","",17,15,15,8,NA,NA,NA,NA,NA,NA,2,0,32,23,7,2
2002-11-01,"STAR2","German Open 2002",14018,"MS","Final","5027171","5054395","15-6 / 15-11","15-Jun"," 15-11","","","",15,6,15,11,NA,NA,NA,NA,NA,NA,2,0,30,17,4,10
2002-11-01,"STAR2","German Open 2002",14018,"MS","Semi final","5027171","5022481","15-11 / 15-6","15-Nov"," 15-6","","","",15,11,15,6,NA,NA,NA,NA,NA,NA,2,0,30,17,4,8
2002-11-01,"STAR2","German Open 2002",14018,"MS","Semi final","5054395","5048811","15-4 / 15-4","15-Apr"," 15-4","","","",15,4,15,4,NA,NA,NA,NA,NA,NA,2,0,30,8,4,8
2002-11-01,"STAR2","German Open 2002",14018,"MS","Quarter final","5022481","5015334","17-14 / 15-3","17-14 "," 15-3","","","",17,14,15,3,NA,NA,NA,NA,NA,NA,2,0,32,17,4,6
2002-11-01,"STAR2","German Open 2002",14018,"MS","Quarter final","5048811","5045386","15-11 / 15-12","15-Nov"," 15-12","","","",15,11,15,12,NA,NA,NA,NA,NA,NA,2,0,30,23,4,6
2002-11-01,"STAR2","German Open 2002",14018,"MS","Quarter final","5054395","5005241","15-10 / 15-6","15-Oct"," 15-6","","","",15,10,15,6,NA,NA,NA,NA,NA,NA,2,0,30,16,4,6
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 3","5045386","5055476","15-7 / 15-8","15-Jul"," 15-8","","","",15,7,15,8,NA,NA,NA,NA,NA,NA,2,0,30,15,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 3","5048811","5054392","15-12 / 15-3","15-Dec"," 15-3","","","",15,12,15,3,NA,NA,NA,NA,NA,NA,2,0,30,15,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5027171","5047947","15-4 / 15-4","15-Apr"," 15-4","","","",15,4,15,4,NA,NA,NA,NA,NA,NA,2,0,30,8,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5015334","5043974","9-15 / 17-16 / 15-12","Sep-15"," 17-16 "," 15-12","","",9,15,17,16,15,12,NA,NA,NA,NA,2,1,41,43,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5005241","5038143","15-12 / 15-9","15-Dec"," 15-9","","","",15,12,15,9,NA,NA,NA,NA,NA,NA,2,0,30,21,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5022481","5055441","15-3 / 15-4","15-Mar"," 15-4","","","",15,3,15,4,NA,NA,NA,NA,NA,NA,2,0,30,7,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5015689","5055634","15-9 / 15-8","15-Sep"," 15-8","","","",15,9,15,8,NA,NA,NA,NA,NA,NA,2,0,30,17,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5055458","5044172","11-15 / 15-13 / 15-6","Nov-15"," 15-13 "," 15-6","","",11,15,15,13,15,6,NA,NA,NA,NA,2,1,41,34,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5047947","5047146","15-2 / 15-2","15-Feb"," 15-2","","","",15,2,15,2,NA,NA,NA,NA,NA,NA,2,0,30,4,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5054173","5045268","8-15 / 15-10 / 15-9","Aug-15"," 15-10 "," 15-9","","",8,15,15,10,15,9,NA,NA,NA,NA,2,1,38,34,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5005241","5027438","15-11 / 15-4","15-Nov"," 15-4","","","",15,11,15,4,NA,NA,NA,NA,NA,NA,2,0,30,15,4,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Final","5044609","5055620","15-12 / 15-5","15-Dec"," 15-5","","","",15,12,15,5,NA,NA,NA,NA,NA,NA,2,0,30,17,8,10
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Semi final","5044609","5004244","15-5 / 15-11","15-May"," 15-11","","","",15,5,15,11,NA,NA,NA,NA,NA,NA,2,0,30,16,8,8
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Semi final","5055620","5020964","15-2 / 15-11","15-Feb"," 15-11","","","",15,2,15,11,NA,NA,NA,NA,NA,NA,2,0,30,13,8,8
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Quarter final","5020964","5053880","15-8 / 15-10","15-Aug"," 15-10","","","",15,8,15,10,NA,NA,NA,NA,NA,NA,2,0,30,18,8,6
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Quarter final","5044609","5004469","15-3 / 15-3","15-Mar"," 15-3","","","",15,3,15,3,NA,NA,NA,NA,NA,NA,2,0,30,6,8,6
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Quarter final","5055620","5044872","15-3 / 15-12","15-Mar"," 15-12","","","",15,3,15,12,NA,NA,NA,NA,NA,NA,2,0,30,15,8,6
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Quarter final","5004244","5046080","15-12 / 15-12","15-Dec"," 15-12","","","",15,12,15,12,NA,NA,NA,NA,NA,NA,2,0,30,24,8,6
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5055620","5039760","15-9 / 15-13","15-Sep"," 15-13","","","",15,9,15,13,NA,NA,NA,NA,NA,NA,2,0,30,22,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5044609","5009558","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,NA,NA,NA,NA,NA,NA,2,0,30,16,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5053880","5019205","17-16 / 15-11","17-16 "," 15-11","","","",17,16,15,11,NA,NA,NA,NA,NA,NA,2,0,32,27,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5046080","5053163","15-0 / 15-1","15-0 "," 15-1","","","",15,0,15,1,NA,NA,NA,NA,NA,NA,2,0,30,1,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5004469","5054260","15-3 / 15-12","15-Mar"," 15-12","","","",15,3,15,12,NA,NA,NA,NA,NA,NA,2,0,30,15,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5004469","5044598","11-15 / 15-10 / 15-8","Nov-15"," 15-10 "," 15-8","","",11,15,15,10,15,8,NA,NA,NA,NA,2,1,41,33,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5039760","5011943","15-7 / 15-2","15-Jul"," 15-2","","","",15,7,15,2,NA,NA,NA,NA,NA,NA,2,0,30,9,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5053880","5054699","15-3 / 15-5","15-Mar"," 15-5","","","",15,3,15,5,NA,NA,NA,NA,NA,NA,2,0,30,8,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5044891","5054489","15-6 / 15-9","15-Jun"," 15-9","","","",15,6,15,9,NA,NA,NA,NA,NA,NA,2,0,30,15,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5044609","5024868","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,NA,NA,NA,NA,NA,NA,2,0,30,15,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 2","5044094","5017292","15-4 / 15-8","15-Apr"," 15-8","","","",15,4,15,8,NA,NA,NA,NA,NA,NA,2,0,30,12,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5039760","5055450","15-6 / 6-15 / 15-9","15-Jun"," 6-15 "," 15-9","","",15,6,6,15,15,9,NA,NA,NA,NA,2,1,36,30,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5024868","5052304","15-7 / 15-1","15-Jul"," 15-1","","","",15,7,15,1,NA,NA,NA,NA,NA,NA,2,0,30,8,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5044784","5043971","15-6 / 15-3","15-Jun"," 15-3","","","",15,6,15,3,NA,NA,NA,NA,NA,NA,2,0,30,9,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5053880","5015360","15-3 / 15-4","15-Mar"," 15-4","","","",15,3,15,4,NA,NA,NA,NA,NA,NA,2,0,30,7,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5044598","5047853","15-3 / 6-15 / 15-11","15-Mar"," 6-15 "," 15-11","","",15,3,6,15,15,11,NA,NA,NA,NA,2,1,36,29,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 1","5044891","5046076","15-10 / 16-17 / 17-14","15-Oct"," 16-17 "," 17-14","","",15,10,16,17,17,14,NA,NA,NA,NA,2,1,48,41,8,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 2","5027171","5025652","15-9 / 13-15 / 15-5","15-Sep"," 13-15 "," 15-5","","",15,9,13,15,15,5,NA,NA,NA,NA,2,1,43,29,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5008736","5016939","15-6 / 15-6","15-Jun"," 15-6","","","",15,6,15,6,NA,NA,NA,NA,NA,NA,2,0,30,12,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5004244","5054489","15-5 / 6-15 / 15-13","15-May"," 6-15 "," 15-13","","",15,5,6,15,15,13,NA,NA,NA,NA,2,1,36,33,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5044609","5005241","15-12 / 15-7","15-Dec"," 15-7","","","",15,12,15,7,NA,NA,NA,NA,NA,NA,2,0,30,19,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5048218","5044134","15-4 / 10-15 / 15-7","15-Apr"," 10-15 "," 15-7","","",15,4,10,15,15,7,NA,NA,NA,NA,2,1,40,26,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5027171","5005267","15-7 / 15-7","15-Jul"," 15-7","","","",15,7,15,7,NA,NA,NA,NA,NA,NA,2,0,30,14,7,4
2002-11-01,"STAR5","Denmark Open 2002",10417,"MS","Round 1","5055845","5055441","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,NA,NA,NA,NA,NA,NA,2,0,30,15,7,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 3","5005241","5039307","6-15 / 15-3 / 5-0","Jun-15"," 15-3 "," 5-0","","",6,15,15,3,5,0,NA,NA,NA,NA,2,1,26,18,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5048811","5015689","15-11 / 15-4","15-Nov"," 15-4","","","",15,11,15,4,NA,NA,NA,NA,NA,NA,2,0,30,15,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 2","5054392","5046772","15-11 / 15-9","15-Nov"," 15-9","","","",15,11,15,9,NA,NA,NA,NA,NA,NA,2,0,30,20,4,4
2002-11-01,"STAR2","German Open 2002",14018,"MS","Round 1","5055476","5017426","15-1 / 8-15 / 15-10","15-Jan"," 8-15 "," 15-10","","",15,1,8,15,15,10,NA,NA,NA,NA,2,1,38,26,4,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5044872","5044094","15-2 / 10-15 / 15-9","15-Feb"," 10-15 "," 15-9","","",15,2,10,15,15,9,NA,NA,NA,NA,2,1,40,26,8,4
2002-11-01,"AC","Asia Championships 2002",10903,"MS","Round 3","5020964","5044784","15-5 / 16-17 / 15-1","15-May"," 16-17 "," 15-1","","",15,5,16,17,15,1,NA,NA,NA,NA,2,1,46,23,8,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Final","5046326","5004244","12-15 / 15-5 / 15-9","Dec-15"," 15-5 "," 15-9","","",12,15,15,5,15,9,NA,NA,NA,NA,2,1,42,29,7,10
2002-12-01,"STAR5","China Open 2002",12482,"MS","Semi final","5046326","5045386","15-3 / 15-7","15-Mar"," 15-7","","","",15,3,15,7,NA,NA,NA,NA,NA,NA,2,0,30,10,7,8
2002-12-01,"STAR5","China Open 2002",12482,"MS","Semi final","5004244","5048046","15-13 / 15-8","15-13 "," 15-8","","","",15,13,15,8,NA,NA,NA,NA,NA,NA,2,0,30,21,7,8
2002-12-01,"STAR5","China Open 2002",12482,"MS","Quarter final","5046326","5027923","15-13 / 9-15 / 15-13","15-13 "," 9-15 "," 15-13","","",15,13,9,15,15,13,NA,NA,NA,NA,2,1,39,41,7,6
2002-12-01,"STAR5","China Open 2002",12482,"MS","Quarter final","5004244","5051450","15-2 / 15-10","15-Feb"," 15-10","","","",15,2,15,10,NA,NA,NA,NA,NA,NA,2,0,30,12,7,6
2002-12-01,"STAR5","China Open 2002",12482,"MS","Quarter final","5045386","5020964","15-8 / 15-12","15-Aug"," 15-12","","","",15,8,15,12,NA,NA,NA,NA,NA,NA,2,0,30,20,7,6
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5020964","5044891","15-10 / 17-15","15-Oct"," 17-15","","","",15,10,17,15,NA,NA,NA,NA,NA,NA,2,0,32,25,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5051450","5055650","15-12 / 2-15 / 17-14","15-Dec"," 2-15 "," 17-14","","",15,12,2,15,17,14,NA,NA,NA,NA,2,1,34,41,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5004244","5044121","5-15 / 15-11 / 15-12","May-15"," 15-11 "," 15-12","","",5,15,15,11,15,12,NA,NA,NA,NA,2,1,35,38,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5046326","5044093","15-3 / 9-15 / 17-15","15-Mar"," 9-15 "," 17-15","","",15,3,9,15,17,15,NA,NA,NA,NA,2,1,41,33,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5044093","5039760","15-3 / 15-3","15-Mar"," 15-3","","","",15,3,15,3,NA,NA,NA,NA,NA,NA,2,0,30,6,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5045386","5044784","15-2 / 15-5","15-Feb"," 15-5","","","",15,2,15,5,NA,NA,NA,NA,NA,NA,2,0,30,7,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5027923","5008736","15-11 / 15-13","15-Nov"," 15-13","","","",15,11,15,13,NA,NA,NA,NA,NA,NA,2,0,30,24,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5020964","5043725","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,NA,NA,NA,NA,NA,NA,2,0,30,13,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5051450","5005267","9-15 / 15-13 / 15-9","Sep-15"," 15-13 "," 15-9","","",9,15,15,13,15,9,NA,NA,NA,NA,2,1,39,37,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5055650","5047853","15-8 / 9-15 / 17-14","15-Aug"," 9-15 "," 17-14","","",15,8,9,15,17,14,NA,NA,NA,NA,2,1,41,37,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5044134","5054395","12-15 / 15-7 / 15-12","Dec-15"," 15-7 "," 15-12","","",12,15,15,7,15,12,NA,NA,NA,NA,2,1,42,34,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5044891","5044094","3-15 / 17-14 / 15-7","Mar-15"," 17-14 "," 15-7","","",3,15,17,14,15,7,NA,NA,NA,NA,2,1,35,36,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5004244","5019162","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,NA,NA,NA,NA,NA,NA,2,0,30,16,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Quarter final","5048046","5044134","15-13 / 17-15","15-13 "," 17-15","","","",15,13,17,15,NA,NA,NA,NA,NA,NA,2,0,32,28,7,6
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5044134","5024868","17-14 / 15-3","17-14 "," 15-3","","","",17,14,15,3,NA,NA,NA,NA,NA,NA,2,0,32,17,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 2","5045386","5027171","15-13 / 15-7","15-13 "," 15-7","","","",15,13,15,7,NA,NA,NA,NA,NA,NA,2,0,30,20,7,4
2002-12-01,"STAR5","China Open 2002",12482,"MS","Round 1","5046326","5051451","15-11 / 15-7","15-Nov"," 15-7","","","",15,11,15,7,NA,NA,NA,NA,NA,NA,2,0,30,18,7,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Final","5044872","5054260","15-10 / 7-15 / 15-10","15-Oct"," 7-15 "," 15-10","","",15,10,7,15,15,10,NA,NA,NA,NA,2,1,37,35,3,10
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Semi final","5044872","5053880","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,NA,NA,NA,NA,NA,NA,2,0,30,18,3,8
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Semi final","5054260","5054478","17-16 / 10-15 / 15-8","17-16 "," 10-15 "," 15-8","","",17,16,10,15,15,8,NA,NA,NA,NA,2,1,42,39,3,8
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Quarter final","5054260","5038143","15-3 / 15-0","15-Mar"," 15-0","","","",15,3,15,0,NA,NA,NA,NA,NA,NA,2,0,30,3,3,6
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Quarter final","5053880","5043725","15-9 / 15-12","15-Sep"," 15-12","","","",15,9,15,12,NA,NA,NA,NA,NA,NA,2,0,30,21,3,6
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Quarter final","5044872","5055450","15-5 / 15-7","15-May"," 15-7","","","",15,5,15,7,NA,NA,NA,NA,NA,NA,2,0,30,12,3,6
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Quarter final","5054478","5024868","15-11 / 15-5","15-Nov"," 15-5","","","",15,11,15,5,NA,NA,NA,NA,NA,NA,2,0,30,16,3,6
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 3","5043725","5044784","11-15 / 15-8 / 15-9","Nov-15"," 15-8 "," 15-9","","",11,15,15,8,15,9,NA,NA,NA,NA,2,1,41,32,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 3","5044872","5015360","15-10 / 15-2","15-Oct"," 15-2","","","",15,10,15,2,NA,NA,NA,NA,NA,NA,2,0,30,12,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 3","5054260","5043971","15-11 / 15-9","15-Nov"," 15-9","","","",15,11,15,9,NA,NA,NA,NA,NA,NA,2,0,30,20,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 3","5024868","5017292","15-8 / 17-14","15-Aug"," 17-14","","","",15,8,17,14,NA,NA,NA,NA,NA,NA,2,0,32,22,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 3","5053880","5043478","15-7 / 15-7","15-Jul"," 15-7","","","",15,7,15,7,NA,NA,NA,NA,NA,NA,2,0,30,14,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 2","5054478","5019162","15-13 / 15-1","15-13 "," 15-1","","","",15,13,15,1,NA,NA,NA,NA,NA,NA,2,0,30,14,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 2","5044784","5027558","15-13 / 7-15 / 15-5","15-13 "," 7-15 "," 15-5","","",15,13,7,15,15,5,NA,NA,NA,NA,2,1,37,33,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 2","5054260","5044122","15-1 / 15-4","15-Jan"," 15-4","","","",15,1,15,4,NA,NA,NA,NA,NA,NA,2,0,30,5,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 2","5015360","5027438","13-15 / 15-13 / 15-6","13-15 "," 15-13 "," 15-6","","",13,15,15,13,15,6,NA,NA,NA,NA,2,1,43,34,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 1","5017292","5032038","15-7 / 15-13","15-Jul"," 15-13","","","",15,7,15,13,NA,NA,NA,NA,NA,NA,2,0,30,20,3,4
2003-01-01,"STAR1","Thailand Open 2003",10685,"MS","Round 1","5043971","5053873","15-13 / 17-16","15-13 "," 17-16","","","",15,13,17,16,NA,NA,NA,NA,NA,NA,2,0,32,29,3,4
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Final","5053880","5004244","17-14 / 15-10","17-14 "," 15-10","","","",17,14,15,10,NA,NA,NA,NA,NA,NA,2,0,32,24,6,10
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Semi final","5004244","5020512","17-16 / 15-5","17-16 "," 15-5","","","",17,16,15,5,NA,NA,NA,NA,NA,NA,2,0,32,21,6,8
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Semi final","5053880","5044094","15-12 / 15-12","15-Dec"," 15-12","","","",15,12,15,12,NA,NA,NA,NA,NA,NA,2,0,30,24,6,8
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Quarter final","5004244","5008736","15-4 / 16-17 / 15-11","15-Apr"," 16-17 "," 15-11","","",15,4,16,17,15,11,NA,NA,NA,NA,2,1,46,32,6,6
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Quarter final","5044094","5020964","4-15 / 15-10 / 15-11","Apr-15"," 15-10 "," 15-11","","",4,15,15,10,15,11,NA,NA,NA,NA,2,1,34,36,6,6
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Quarter final","5020512","5045386","15-4 / 15-13","15-Apr"," 15-13","","","",15,4,15,13,NA,NA,NA,NA,NA,NA,2,0,30,17,6,6
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Quarter final","5053880","5048046","15-6 / 15-10","15-Jun"," 15-10","","","",15,6,15,10,NA,NA,NA,NA,NA,NA,2,0,30,16,6,6
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Round 3","5020964","5054477","17-15 / 10-15 / 15-13","17-15 "," 10-15 "," 15-13","","",17,15,10,15,15,13,NA,NA,NA,NA,2,1,42,43,6,4
2003-02-01,"STAR4","All England Open 2003",11582,"MS","Round 3","5048046","5024868","15-4 / 15-1","15-Apr"," 15-1","","","",15,4,15,1,NA,NA,NA,NA,NA,NA,2,0,30,5,6,4
