"Year","Level","Tournament_Name","Tournament_ID","Type","Round","Winner","Loser","Score","Match1","Match2","Match3","Match4","Match5","Match1W","Match1L","Match2W","Match2L","Match3W","Match3L","Match4W","Match4L","Match5W","Match5L","Winner_Match_Won","Loser_Match_Won","Win_points_total","Lose_points_total","level_weight","round_weight"
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Semi final","5045116, 5050027","5014001, 5055411","15-12 / 15-9","15-Dec"," 15-9","","","",15,12,15,9,,,,,,,2,0,30,21,7,8
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Quarter final","5045349, 5049828","5045944, 5048629","18-16 / 15-6","18-16 "," 15-6","","","",18,16,15,6,,,,,,,2,0,33,22,7,6
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Quarter final","5045116, 5050027","5042983, 5050334","15-10 / 9-15 / 15-11","15-Oct"," 9-15 "," 15-11","","",15,10,9,15,15,11,,,,,2,1,39,36,7,6
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Quarter final","5014001, 5055411","5036319, 5047221","15-10 / 15-12","15-Oct"," 15-12","","","",15,10,15,12,,,,,,,2,0,30,22,7,6
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Quarter final","5050441, 5050470","5046301, 5052046","18-16 / 15-3","18-16 "," 15-3","","","",18,16,15,3,,,,,,,2,0,33,19,7,6
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Round 2","5046301, 5052046","5039298, 5046136","4-15 / 17-14 / 15-0","Apr-15"," 17-14 "," 15-0","","",4,15,17,14,15,0,,,,,2,1,36,29,7,4
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Round 2","5045944, 5048629","5039290, 5047944","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,7,4
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Round 2","5045349, 5049828","5030767, 5047345","15-11 / 11-15 / 15-1","15-Nov"," 11-15 "," 15-1","","",15,11,11,15,15,1,,,,,2,1,41,27,7,4
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Round 2","5050441, 5050470","5004998, 5049765","15-11 / 15-8","15-Nov"," 15-8","","","",15,11,15,8,,,,,,,2,0,30,19,7,4
"Jul-94","STAR5","Malaysia Open 1994",12553,"XD","Round 1","5039298, 5046136","5047873, 5054766","15-5 / 15-3","15-May"," 15-3","","","",15,5,15,3,,,,,,,2,0,30,8,7,4
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Final","5021791, 5055017","5045349, 5049828","15-1 / 18-1","15-Jan"," 18-1","","","",15,1,18,1,,,,,,,2,0,33,2,6,10
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Semi final","5045349, 5049828","5042983, 5050334","15-4 / 17-14 / 12-15","15-Apr"," 17-14 "," 12-15","","",15,4,17,14,12,15,,,,,2,1,44,33,6,8
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Round 3","5021791, 5055017","5047873, 5054766","15-3 / 15-9","15-Mar"," 15-9","","","",15,3,15,9,,,,,,,2,0,30,12,6,4
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Round 3","5014001, 5055411","5036319, 5047221","17-14 / 5-15 / 15-3","17-14 "," 5-15 "," 15-3","","",17,14,5,15,15,3,,,,,2,1,37,32,6,4
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Round 3","5042983, 5050334","5045116, 5050027","7-15 / 15-11 / 15-5","Jul-15"," 15-11 "," 15-5","","",7,15,15,11,15,5,,,,,2,1,37,31,6,4
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Round 2","5021791, 5055017","5004998, 5049765","15-3 / 15-5","15-Mar"," 15-5","","","",15,3,15,5,,,,,,,2,0,30,8,6,4
"Jul-94","STAR4","Singapore Open 1994",12856,"XD","Round 2","5014001, 5055411","5046301, 5052046","15-11 / 15-11","15-Nov"," 15-11","","","",15,11,15,11,,,,,,,2,0,30,22,6,4
"Aug-94","WCU","World Cup 1994",14173,"XD","Semi final","5021791, 5046844","5050441, 5050470","18-16 / 15-12","18-16 "," 15-12","","","",18,16,15,12,,,,,,,2,0,33,28,9,8
"Aug-94","STAR5","Indonesia Open 1994",13751,"XD","Final","5045288, 5049927","5039298, 5046136","15-3 / 15-11","15-Mar"," 15-11","","","",15,3,15,11,,,,,,,2,0,30,14,7,10
"Aug-94","STAR5","Indonesia Open 1994",13751,"XD","Semi final","5039298, 5046136","5014001, 5055411","6-15 / 15-6 / 15-8","Jun-15"," 15-6 "," 15-8","","",6,15,15,6,15,8,,,,,2,1,36,29,7,8
"Aug-94","STAR5","Indonesia Open 1994",13751,"XD","Semi final","5045288, 5049927","5039290, 5047944","11-15 / 15-8 / 15-9","Nov-15"," 15-8 "," 15-9","","",11,15,15,8,15,9,,,,,2,1,41,32,7,8
"Aug-94","STAR5","Indonesia Open 1994",13751,"XD","Quarter final","5039298, 5046136","5045379, 5047031","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,,,,,,,2,0,30,15,7,6
"Oct-94","STAR3","German Open 1994",12788,"XD","Final","5021791, 5055017","5050441, 5050470","14-18 / 15-7 / 15-8","14-18 "," 15-7 "," 15-8","","",14,18,15,7,15,8,,,,,2,1,44,33,5,10
"Oct-94","STAR3","German Open 1994",12788,"XD","Semi final","5050441, 5050470","5042983, 5050334","15-4 / 17-15","15-Apr"," 17-15","","","",15,4,17,15,,,,,,,2,0,32,19,5,8
"Oct-94","STAR3","German Open 1994",12788,"XD","Quarter final","5050441, 5050470","5039298, 5046136","15-10 / 15-6","15-Oct"," 15-6","","","",15,10,15,6,,,,,,,2,0,30,16,5,6
"Oct-94","STAR3","German Open 1994",12788,"XD","Quarter final","5042983, 5050334","5045944, 5048629","15-12 / 15-8","15-Dec"," 15-8","","","",15,12,15,8,,,,,,,2,0,30,20,5,6
"Oct-94","STAR3","German Open 1994",12788,"XD","Round 2","5050441, 5050470","5047712, 5053329","17-14 / 15-12","17-14 "," 15-12","","","",17,14,15,12,,,,,,,2,0,32,26,5,4
"Oct-94","STAR3","German Open 1994",12788,"XD","Round 2","5039298, 5046136","5046529, 5052951","7-15 / 15-7 / 15-6","Jul-15"," 15-7 "," 15-6","","",7,15,15,7,15,6,,,,,2,1,37,28,5,4
"Oct-94","STAR3","German Open 1994",12788,"XD","Round 2","5045944, 5048629","5050083, 5055012","15-8 / 13-15 / 15-12","15-Aug"," 13-15 "," 15-12","","",15,8,13,15,15,12,,,,,2,1,43,35,5,4
"Oct-94","STAR2","Denmark Open 1994",10516,"XD","Final","5021791, 5055017","5004998, 5049765","15-8 / 15-3","15-Aug"," 15-3","","","",15,8,15,3,,,,,,,2,0,30,11,4,10
"Oct-94","STAR2","Denmark Open 1994",10516,"XD","Quarter final","5004998, 5049765","5042983, 5050334","17-16 / 8-15 / 17-15","17-16 "," 8-15 "," 17-15","","",17,16,8,15,17,15,,,,,2,1,42,46,4,6
"Oct-94","STAR2","Denmark Open 1994",10516,"XD","Round 1","5004998, 5049765","5046529, 5052951","15-12 / 15-6","15-Dec"," 15-6","","","",15,12,15,6,,,,,,,2,0,30,18,4,4
"Oct-94","STAR4","Thailand Open 1994",12136,"XD","Final","5038179, 5045870","5045944, 5048629","15-10 / 15-12","15-Oct"," 15-12","","","",15,10,15,12,,,,,,,2,0,30,22,6,10
"Oct-94","STAR4","Thailand Open 1994",12136,"XD","Semi final","5038179, 5045870","5048222, 5053521","15-4 / 15-8","15-Apr"," 15-8","","","",15,4,15,8,,,,,,,2,0,30,12,6,8
"Oct-94","STAR4","Thailand Open 1994",12136,"XD","Quarter final","5048222, 5053521","5004998, 5049765","18-15 / 6-15 / 15-7","18-15 "," 6-15 "," 15-7","","",18,15,6,15,15,7,,,,,2,1,39,37,6,6
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Semi final","5021791, 5055017","5045944, 5048629","15-4 / 15-1","15-Apr"," 15-1","","","",15,4,15,1,,,,,,,2,0,30,5,6,8
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Quarter final","5014001, 5055411","5048222, 5053521","18-13 / 15-8","18-13 "," 15-8","","","",18,13,15,8,,,,,,,2,0,33,21,6,6
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Quarter final","5021791, 5055017","5045379, 5047031","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,,,,,,,2,0,30,15,6,6
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Round 2","5048222, 5053521","5050074, 5050081","15-2 / 11-15 / 15-6","15-Feb"," 11-15 "," 15-6","","",15,2,11,15,15,6,,,,,2,1,41,23,6,4
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Round 2","5045944, 5048629","5038134, 5047055","15-11 / 15-8","15-Nov"," 15-8","","","",15,11,15,8,,,,,,,2,0,30,19,6,4
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Round 2","5038179, 5045870","5042983, 5050334","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,,,,,,,2,0,30,18,6,4
"Nov-94","STAR4","Hong Kong Open 1994",12930,"XD","Round 1","5050074, 5050081","5004998, 5049765","10-15 / 15-5 / 15-8","Oct-15"," 15-5 "," 15-8","","",10,15,15,5,15,8,,,,,2,1,40,28,6,4
"Nov-94","STAR4","China Open 1994",11755,"XD","Final","5021791, 5055017","5042983, 5050334","15-3 / 15-8","15-Mar"," 15-8","","","",15,3,15,8,,,,,,,2,0,30,11,6,10
"Nov-94","STAR4","China Open 1994",11755,"XD","Semi final","5042983, 5050334","5045110, 5046616","15-5 / 15-18 / 15-8","15-May"," 15-18 "," 15-8","","",15,5,15,18,15,8,,,,,2,1,45,31,6,8
"Nov-94","STAR4","China Open 1994",11755,"XD","Semi final","5021791, 5055017","5052046, 5053521","15-8 / 15-9","15-Aug"," 15-9","","","",15,8,15,9,,,,,,,2,0,30,17,6,8
"Nov-94","STAR4","China Open 1994",11755,"XD","Quarter final","5045110, 5046616","5014001, 5055411","15-7 / 15-7","15-Jul"," 15-7","","","",15,7,15,7,,,,,,,2,0,30,14,6,6
"Nov-94","STAR4","China Open 1994",11755,"XD","Quarter final","5052046, 5053521","5045288, 5049927","15-11 / 8-15 / 18-15","15-Nov"," 8-15 "," 18-15","","",15,11,8,15,18,15,,,,,2,1,41,41,6,6
"Nov-94","STAR4","China Open 1994",11755,"XD","Round 3","5045379, 5047031","5045116, 5050027","15-12 / 15-0","15-Dec"," 15-0","","","",15,12,15,0,,,,,,,2,0,30,12,6,4
"Nov-94","STAR4","China Open 1994",11755,"XD","Round 2","5052046, 5053521","5050074, 5050081","17-14 / 8-15 / 15-10","17-14 "," 8-15 "," 15-10","","",17,14,8,15,15,10,,,,,2,1,40,39,6,4
"Dec-94","GPF","World Grand Prix Final 1994",11154,"XD","Final","5021791, 5055017","5050441, 5050470","15-4 / 15-9","15-Apr"," 15-9","","","",15,4,15,9,,,,,,,2,0,30,13,9,10
"Jan-95","STAR4","Chinese Taipei Open 1995",10342,"XD","Semi final","5038134, 5047055","5042983, 5050334","15-5 / 15-5","15-May"," 15-5","","","",15,5,15,5,,,,,,,2,0,30,10,6,8
"Jan-95","STAR4","Chinese Taipei Open 1995",10342,"XD","Quarter final","5038134, 5047055","5045944, 5048629","15-18 / 15-12 / 15-6","15-18 "," 15-12 "," 15-6","","",15,18,15,12,15,6,,,,,2,1,45,36,6,6
"Jan-95","STAR4","Chinese Taipei Open 1995",10342,"XD","Quarter final","5004998, 5049765","5033628, 5046430","15-11 / 17-18 / 15-12","15-Nov"," 17-18 "," 15-12","","",15,11,17,18,15,12,,,,,2,1,47,41,6,6
"Jan-95","STAR4","Chinese Taipei Open 1995",10342,"XD","Round 2","5050074, 5050081","5050441, 5050470","15-9 / 17-18 / 18-15","15-Sep"," 17-18 "," 18-15","","",15,9,17,18,18,15,,,,,2,1,50,42,6,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Final","5021791, 5055017","5045116, 5050027","15-4 / 18-15","15-Apr"," 18-15","","","",15,4,18,15,,,,,,,2,0,33,19,7,10
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Semi final","5045116, 5050027","5045349, 5049828","18-13 / 15-9","18-13 "," 15-9","","","",18,13,15,9,,,,,,,2,0,33,22,7,8
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Quarter final","5021791, 5055017","5033628, 5046430","15-5 / 15-10","15-May"," 15-10","","","",15,5,15,10,,,,,,,2,0,30,15,7,6
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Quarter final","5045349, 5049828","5045288, 5049927","15-5 / 18-14","15-May"," 18-14","","","",15,5,18,14,,,,,,,2,0,33,19,7,6
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 3","5046529, 5052951","5039298, 5046136","17-16 / 15-11","17-16 "," 15-11","","","",17,16,15,11,,,,,,,2,0,32,27,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 3","5021791, 5055017","5052046, 5053521","18-13 / 10-15 / 15-9","18-13 "," 10-15 "," 15-9","","",18,13,10,15,15,9,,,,,2,1,43,37,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 3","5045349, 5049828","5050441, 5050470","15-3 / 15-8","15-Mar"," 15-8","","","",15,3,15,8,,,,,,,2,0,30,11,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 3","5045288, 5049927","5038134, 5047055","15-6 / 12-15 / 15-12","15-Jun"," 12-15 "," 15-12","","",15,6,12,15,15,12,,,,,2,1,42,33,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 3","5045116, 5050027","5038179, 5045870","18-15 / 8-15 / 15-5","18-15 "," 8-15 "," 15-5","","",18,15,8,15,15,5,,,,,2,1,41,35,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 2","5033628, 5046430","5004998, 5049765","15-12 / 17-14","15-Dec"," 17-14","","","",15,12,17,14,,,,,,,2,0,32,26,7,4
"Jan-95","STAR5","Korea Open 1995",14003,"XD","Round 1","5038179, 5045870","5050083, 5055012","15-9 / 12-15 / 15-0","15-Sep"," 12-15 "," 15-0","","",15,9,12,15,15,0,,,,,2,1,42,24,7,4
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Final","5021791, 5055017","5038179, 5045870","15-4 / 14-17 / 15-10","15-Apr"," 14-17 "," 15-10","","",15,4,14,17,15,10,,,,,2,1,44,31,7,10
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Semi final","5021791, 5055017","5038134, 5047055","15-4 / 14-17 / 15-10","15-Apr"," 14-17 "," 15-10","","",15,4,14,17,15,10,,,,,2,1,44,31,7,8
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Quarter final","5021791, 5055017","5045116, 5050027","15-4 / 15-7","15-Apr"," 15-7","","","",15,4,15,7,,,,,,,2,0,30,11,7,6
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Quarter final","5038134, 5047055","5045288, 5049927","15-3 / 15-1","15-Mar"," 15-1","","","",15,3,15,1,,,,,,,2,0,30,4,7,6
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Round 2","5038134, 5047055","5039298, 5046136","15-8 / 15-4","15-Aug"," 15-4","","","",15,8,15,4,,,,,,,2,0,30,12,7,4
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Round 2","5045116, 5050027","5045944, 5048629","15-10 / 15-4","15-Oct"," 15-4","","","",15,10,15,4,,,,,,,2,0,30,14,7,4
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Round 1","5052046, 5053521","5004998, 5049765","15-9 / 18-13","15-Sep"," 18-13","","","",15,9,18,13,,,,,,,2,0,33,22,7,4
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Round 1","5045116, 5050027","5046994, 5049289","15-6 / 15-4","15-Jun"," 15-4","","","",15,6,15,4,,,,,,,2,0,30,10,7,4
"Jan-95","STAR5","Japan Open 1995",12691,"XD","Round 1","5038179, 5045870","5001994, 5050334","15-5 / 15-11","15-May"," 15-11","","","",15,5,15,11,,,,,,,2,0,30,16,7,4
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Final","5021791, 5055017","5045349, 5049828","15-11 / 18-14","15-Nov"," 18-14","","","",15,11,18,14,,,,,,,2,0,33,25,5,10
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Semi final","5021791, 5055017","5045944, 5048629","15-10 / 6-15 / 15-3","15-Oct"," 6-15 "," 15-3","","",15,10,6,15,15,3,,,,,2,1,36,28,5,8
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Semi final","5045349, 5049828","5050441, 5050470","15-9 / 15-6","15-Sep"," 15-6","","","",15,9,15,6,,,,,,,2,0,30,15,5,8
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Quarter final","5050441, 5050470","5052046, 5053521","15-11 / 15-7","15-Nov"," 15-7","","","",15,11,15,7,,,,,,,2,0,30,18,5,6
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Quarter final","5045944, 5048629","5046529, 5052951","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,5,6
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Quarter final","5045349, 5049828","5004998, 5049765","18-16 / 15-11","18-16 "," 15-11","","","",18,16,15,11,,,,,,,2,0,33,27,5,6
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Round 2","5021791, 5055017","5001994, 5050334","15-4 / 15-6","15-Apr"," 15-6","","","",15,4,15,6,,,,,,,2,0,30,10,5,4
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Round 2","5004998, 5049765","5045219, 5050440","15-3 / 15-5","15-Mar"," 15-5","","","",15,3,15,5,,,,,,,2,0,30,8,5,4
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Round 1","5021791, 5055017","5046756, 5050131","15-2 / 15-6","15-Feb"," 15-6","","","",15,2,15,6,,,,,,,2,0,30,8,5,4
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Round 1","5004998, 5049765","5046167, 5050053","15-2 / 15-9","15-Feb"," 15-9","","","",15,2,15,9,,,,,,,2,0,30,11,5,4
"Mar-95","STAR3","Swiss Open 1995",11376,"XD","Round 1","5045219, 5050440","5050083, 5055012","15-11 / 15-5","15-Nov"," 15-5","","","",15,11,15,5,,,,,,,2,0,30,16,5,4
"Mar-95","STAR5","All England Open 1995",13615,"XD","Final","5021791, 5055017","5045349, 5049828","15-7 / 15-7","15-Jul"," 15-7","","","",15,7,15,7,,,,,,,2,0,30,14,7,10
"Mar-95","STAR5","All England Open 1995",13615,"XD","Semi final","5045349, 5049828","5038179, 5045870","15-10 / 15-8","15-Oct"," 15-8","","","",15,10,15,8,,,,,,,2,0,30,18,7,8
"Mar-95","STAR5","All England Open 1995",13615,"XD","Semi final","5021791, 5055017","5004998, 5049765","18-14 / 15-4","18-14 "," 15-4","","","",18,14,15,4,,,,,,,2,0,33,18,7,8
"Mar-95","STAR5","All England Open 1995",13615,"XD","Quarter final","5045349, 5049828","5015808, 5038134","15-9 / 15-5","15-Sep"," 15-5","","","",15,9,15,5,,,,,,,2,0,30,14,7,6
"Mar-95","STAR5","All England Open 1995",13615,"XD","Quarter final","5038179, 5045870","5045944, 5048629","6-15 / 15-7 / 15-4","Jun-15"," 15-7 "," 15-4","","",6,15,15,7,15,4,,,,,2,1,36,26,7,6
"Mar-95","STAR5","All England Open 1995",13615,"XD","Quarter final","5021791, 5055017","5045377, 5047055","15-7 / 18-17","15-Jul"," 18-17","","","",15,7,18,17,,,,,,,2,0,33,24,7,6
"Mar-95","STAR5","All England Open 1995",13615,"XD","Quarter final","5004998, 5049765","5050441, 5050470","15-9 / 7-15 / 15-12","15-Sep"," 7-15 "," 15-12","","",15,9,7,15,15,12,,,,,2,1,37,36,7,6
"Mar-95","STAR5","All England Open 1995",13615,"XD","Round 3","5004998, 5049765","5046529, 5052951","15-3 / 15-11","15-Mar"," 15-11","","","",15,3,15,11,,,,,,,2,0,30,14,7,4
"Mar-95","STAR5","All England Open 1995",13615,"XD","Round 3","5045377, 5047055","5039298, 5046136","15-9 / 15-11","15-Sep"," 15-11","","","",15,9,15,11,,,,,,,2,0,30,20,7,4
"Mar-95","STAR5","All England Open 1995",13615,"XD","Round 3","5021791, 5055017","5052046, 5053521","15-10 / 15-7","15-Oct"," 15-7","","","",15,10,15,7,,,,,,,2,0,30,17,7,4
"Mar-95","STAR5","All England Open 1995",13615,"XD","Round 2","5045377, 5047055","5001994, 5050334","15-4 / 15-8","15-Apr"," 15-8","","","",15,4,15,8,,,,,,,2,0,30,12,7,4
"Mar-95","STAR5","All England Open 1995",13615,"XD","Round 1","5045377, 5047055","5050083, 5055012","15-8 / 15-8","15-Aug"," 15-8","","","",15,8,15,8,,,,,,,2,0,30,16,7,4
"May-95","WC","World Championships 1995",13286,"XD","Final","5021791, 5055017","5050083, 5052896","15-2 / 15-6","15-Feb"," 15-6","","","",15,2,15,6,,,,,,,2,0,30,8,10,10
"May-95","WC","World Championships 1995",13286,"XD","Semi final","5050083, 5052896","5045116, 5050027","15-5 / 15-3","15-May"," 15-3","","","",15,5,15,3,,,,,,,2,0,30,8,10,8
"May-95","WC","World Championships 1995",13286,"XD","Semi final","5021791, 5055017","5050441, 5050470","12-15 / 17-14 / 15-9","Dec-15"," 17-14 "," 15-9","","",12,15,17,14,15,9,,,,,2,1,44,38,10,8
"May-95","WC","World Championships 1995",13286,"XD","Quarter final","5050441, 5050470","5004998, 5049765","17-15 / 15-4","17-15 "," 15-4","","","",17,15,15,4,,,,,,,2,0,32,19,10,6
"May-95","WC","World Championships 1995",13286,"XD","Quarter final","5045116, 5050027","5038179, 5045870","15-8 / 15-6","15-Aug"," 15-6","","","",15,8,15,6,,,,,,,2,0,30,14,10,6
"May-95","WC","World Championships 1995",13286,"XD","Quarter final","5050083, 5052896","5045349, 5049828","13-18 / 15-9 / 15-11","13-18 "," 15-9 "," 15-11","","",13,18,15,9,15,11,,,,,2,1,43,38,10,6
"May-95","WC","World Championships 1995",13286,"XD","Quarter final","5021791, 5055017","5015808, 5038134","15-10 / 15-7","15-Oct"," 15-7","","","",15,10,15,7,,,,,,,2,0,30,17,10,6
"May-95","WC","World Championships 1995",13286,"XD","Round 5","5021791, 5055017","5001994, 5050334","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 5","5038179, 5045870","5047712, 5053329","14-17 / 15-8 / 15-11","14-17 "," 15-8 "," 15-11","","",14,17,15,8,15,11,,,,,2,1,44,36,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 5","5050083, 5052896","5045944, 5048629","15-7 / 11-15 / 18-15","15-Jul"," 11-15 "," 18-15","","",15,7,11,15,18,15,,,,,2,1,44,37,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 5","5004998, 5049765","5045288, 5049927","15-13 / 15-9","15-13 "," 15-9","","","",15,13,15,9,,,,,,,2,0,30,22,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 5","5015808, 5038134","5052046, 5053521","11-15 / 15-10 / 15-11","Nov-15"," 15-10 "," 15-11","","",11,15,15,10,15,11,,,,,2,1,41,36,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 4","5045288, 5049927","5045377, 5047055","15-12 / 15-9","15-Dec"," 15-9","","","",15,12,15,9,,,,,,,2,0,30,21,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 4","5050074, 5050081","5039290, 5047944","15-3 / 15-4","15-Mar"," 15-4","","","",15,3,15,4,,,,,,,2,0,30,7,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 3","5045116, 5050027","5046232, 5050077","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,,,,,,,2,0,30,16,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 2","5015808, 5038134","5036319, 5047221","15-6 / 16-18 / 15-4","15-Jun"," 16-18 "," 15-4","","",15,6,16,18,15,4,,,,,2,1,46,28,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 2","5052046, 5053521","5045219, 5050440","15-13 / 15-6","15-13 "," 15-6","","","",15,13,15,6,,,,,,,2,0,30,19,10,4
"May-95","WC","World Championships 1995",13286,"XD","Round 2","5050083, 5052896","5000439, 5047201","15-9 / 15-10","15-Sep"," 15-10","","","",15,9,15,10,,,,,,,2,0,30,19,10,4
"Jul-95","STAR5","Malaysia Open 1995",11470,"XD","Final","5015808, 5038134","5048222, 5053521","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,,,,,,,2,0,30,16,7,10
"Jul-95","STAR5","Malaysia Open 1995",11470,"XD","Quarter final","5015808, 5038134","5036319, 5047221","15-3 / 10-15 / 15-9","15-Mar"," 10-15 "," 15-9","","",15,3,10,15,15,9,,,,,2,1,40,27,7,6
"Jul-95","STAR5","Malaysia Open 1995",11470,"XD","Round 1","5045944, 5048629","5046232, 5050077","15-7 / 15-9","15-Jul"," 15-9","","","",15,7,15,9,,,,,,,2,0,30,16,7,4
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Final","5038179, 5045870","5039298, 5055411","15-10 / 15-5","15-Oct"," 15-5","","","",15,10,15,5,,,,,,,2,0,30,15,7,10
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Semi final","5038179, 5045870","5015808, 5038134","15-9 / 7-15 / 15-6","15-Sep"," 7-15 "," 15-6","","",15,9,7,15,15,6,,,,,2,1,37,30,7,8
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Quarter final","5039298, 5055411","5045944, 5048629","17-14 / 15-3","17-14 "," 15-3","","","",17,14,15,3,,,,,,,2,0,32,17,7,6
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Quarter final","5038179, 5045870","5001994, 5050334","15-3 / 15-6","15-Mar"," 15-6","","","",15,3,15,6,,,,,,,2,0,30,9,7,6
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Round 2","5039298, 5055411","5042983, 5045349","15-8 / 15-2","15-Aug"," 15-2","","","",15,8,15,2,,,,,,,2,0,30,10,7,4
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Round 2","5036319, 5047221","5004998, 5049765","6-15 / 15-10 / 15-9","Jun-15"," 15-10 "," 15-9","","",6,15,15,10,15,9,,,,,2,1,36,34,7,4
"Jul-95","STAR5","Indonesia Open 1995",13278,"XD","Round 1","5039298, 5055411","5046232, 5050077","15-8 / 15-5","15-Aug"," 15-5","","","",15,8,15,5,,,,,,,2,0,30,13,7,4
"Jul-95","STAR6","Singapore Open 1995",10767,"XD","Final","5038179, 5045870","5015808, 5038134","15-12 / 9-15 / 15-10","15-Dec"," 9-15 "," 15-10","","",15,12,9,15,15,10,,,,,2,1,39,37,8,10
"Jul-95","STAR6","Singapore Open 1995",10767,"XD","Semi final","5015808, 5038134","5045944, 5048629","15-7 / 7-15 / 15-2","15-Jul"," 7-15 "," 15-2","","",15,7,7,15,15,2,,,,,2,1,37,24,8,8
"Jul-95","STAR6","Singapore Open 1995",10767,"XD","Quarter final","5015808, 5038134","5042983, 5045349","7-15 / 15-5 / 15-9","Jul-15"," 15-5 "," 15-9","","",7,15,15,5,15,9,,,,,2,1,37,29,8,6
"Jul-95","STAR6","Singapore Open 1995",10767,"XD","Quarter final","5045944, 5048629","5048222, 5053521","15-8 / 15-10","15-Aug"," 15-10","","","",15,8,15,10,,,,,,,2,0,30,18,8,6
"Jul-95","STAR6","Singapore Open 1995",10767,"XD","Round 2","5042983, 5045349","5039290, 5047944","15-11 / 9-15 / 15-7","15-Nov"," 9-15 "," 15-7","","",15,11,9,15,15,7,,,,,2,1,39,33,8,4
